tier,quality_score,metro,title,best_email,all_emails,email_sources,phone,website,address,google_maps_link,socials_facebook,socials_instagram,socials_linkedin,socials_yelp,socials_tiktok,socials_youtube,owner_name,owner_title,owner_linkedin,additional_team,pocs,primary_contact,primary_contact_channel,top_pain_category,pain_breadth_count,pain_quote_1,pain_quote_2,pain_quote_1_original,pain_quote_2_original,pain_quote_1_rating,pain_quote_2_rating,recommended_service,recommended_service_url,all_pain_categories,all_recommended_services,crawl_status,research_note,review_count,rating,negative_reviews_1_3_star,reviews_analyzed,website_raw,google_maps_link_raw,website_redirect_target_raw,is_chain_or_dso,chain_reason,website_redirect_mismatch,website_redirect_target,emails_invalid_count,crawled_emails_suspect,phone_invalid,phone_invalid_reason
D,11.83,san francisco,Aldo's Performance Motors,,,,+1 415-543-2536,,"770 Post St, San Francisco, CA 94109, United States",https://www.google.com/maps/place/Aldo%27s+Performance+Motors/data=!4m7!3m6!1s0x808580940b4b061d:0x22662cd7bc8b8c6d!8m2!3d37.7877627!4d-122.414512!16s%2Fg%2F1tk234ql!19sChIJHQZLC5SAhYARbYyLvNcsZiI,,,,,,,,,,,,,,followup_dropped,1,The guy doesn’t bother following up.  Unprofessional.  Would not recommend.,,,,,,Agentic AI Systems (Autonomous Follow-up),silverthreadlabs.com/services/agentic-ai,followup_dropped,,,,35,4.6,21,29,,https://www.google.com/maps/place/Aldo%27s+Performance+Motors/data=!4m7!3m6!1s0x808580940b4b061d:0x22662cd7bc8b8c6d!8m2!3d37.7877627!4d-122.414512!16s%2Fg%2F1tk234ql!19sChIJHQZLC5SAhYARbYyLvNcsZiI?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,11.77,san francisco,Horizon Auto Repair,2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com,2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com;5d1795a2db124a268f1e1bd88f503500@sentry.wixpress.com;8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com,agent_browser_crawl;agent_browser_crawl;agent_browser_crawl,+1 415-979-9328,https://www.horizonautocenter.com,"660 Bryant St, San Francisco, CA 94107, United States",https://www.google.com/maps/place/Horizon+Auto+Repair/data=!4m7!3m6!1s0x8085807f8f9c842b:0x208a631a1bfaf841!8m2!3d37.7787949!4d-122.3995284!16s%2Fg%2F1tf_hmzz!19sChIJK4Scj3-AhYARQfj6GxpjiiA,https://www.facebook.com/HorizonAutoCenter,https://www.instagram.com/horizonautocenter/?hl=en;https://www.instagram.com/tx.truck.accessories/,,,,,,,,,,,,billing_or_intake_errors,1,...sure wish that eddy didn't lie to me about prices ..... got a hundred fifty dollar radiator ..... for four hundred and thirty dollars ..... even though i knew this at the time ..... i was over a barrow ..... broke down in that part of SF …,,,,,,Workflow Automation + Systems Integration,silverthreadlabs.com/services/workflow-automation,billing_or_intake_errors,,ok,,84,4.9,54,60,https://www.horizonautocenter.com/,https://www.google.com/maps/place/Horizon+Auto+Repair/data=!4m7!3m6!1s0x8085807f8f9c842b:0x208a631a1bfaf841!8m2!3d37.7787949!4d-122.3995284!16s%2Fg%2F1tf_hmzz!19sChIJK4Scj3-AhYARQfj6GxpjiiA?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,11.7,san francisco,Parkside Paint & Body,,,,+1 415-661-1135,,"1830 Taraval St, San Francisco, CA 94116, United States",https://www.google.com/maps/place/Parkside+Paint+%26+Body/data=!4m7!3m6!1s0x808f7d84a58c4319:0x7e15f92f01bb2e42!8m2!3d37.7427542!4d-122.4860237!16s%2Fg%2F1td2mqnt!19sChIJGUOMpYR9j4ARQi67AS_5FX4,,,,,,,,,,,,,,followup_dropped,1,"Kevin promised to fix my car a few months ago, but never call me back. I just waste my time. Don't  trust him.",,,,,,Agentic AI Systems (Autonomous Follow-up),silverthreadlabs.com/services/agentic-ai,followup_dropped,,,,43,4.7,28,36,,https://www.google.com/maps/place/Parkside+Paint+%26+Body/data=!4m7!3m6!1s0x808f7d84a58c4319:0x7e15f92f01bb2e42!8m2!3d37.7427542!4d-122.4860237!16s%2Fg%2F1td2mqnt!19sChIJGUOMpYR9j4ARQi67AS_5FX4?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,11.23,san francisco,Advanced Autowerks,mission@advancedautowerks.com,mission@advancedautowerks.com;shane@advancedautowerks.com;zach@advancedautowerks.com,agent_browser_crawl;agent_browser_crawl;agent_browser_crawl,+1 415-648-1611,http://www.advancedautowerks.com,"1358 Valencia St, San Francisco, CA 94110, United States",https://www.google.com/maps/place/Advanced+Autowerks/data=!4m7!3m6!1s0x808f7e40f3f75309:0x7ef8730090360890!8m2!3d37.7511681!4d-122.4207717!16s%2Fg%2F1tmg6sth!19sChIJCVP380B-j4ARkAg2kABz-H4,,,,,,,,,,,,,,frontline_communication,1,"Well Zach is probably a rather rude individual, who probably treats his own American kind much better than us foreign… shame on unwelcoming people like this. Also fells untrustworthy. My fix involved much less operations on my engine that he described, as performed by official dealership. Total garbage. Totally sketchy place.",,,,,,Voice AI + Agentic CRM Outreach,silverthreadlabs.com/services/voice-agents,frontline_communication,,ok,,75,4.5,52,57,http://www.advancedautowerks.com/,https://www.google.com/maps/place/Advanced+Autowerks/data=!4m7!3m6!1s0x808f7e40f3f75309:0x7ef8730090360890!8m2!3d37.7511681!4d-122.4207717!16s%2Fg%2F1tmg6sth!19sChIJCVP380B-j4ARkAg2kABz-H4?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,10.77,san francisco,Pak Auto Service,pakautoservice@gmail.com,pakautoservice@gmail.com,gosom_scraper,+1 415-822-7859,https://pakautoservice.net,"1748 Folsom St, San Francisco, CA 94103, United States",https://www.google.com/maps/place/Pak+Auto+Service/data=!4m7!3m6!1s0x808f7e26887f440b:0xbdad0231b2c94cec!8m2!3d37.7690703!4d-122.4158364!16s%2Fg%2F1v94093w!19sChIJC0R_iCZ-j4AR7EzJsjECrb0,,,,,,,,,,,,,,service_quality_in_session,1,"This place offers a relatively low diagnosis fee, but I'd be cautious about taking your car here for diagnoses (there's a reason why it's cheaper than other places). I had an intermittent no-start issue. Took my car here for a diagnosis, and they spent only a few minutes to run a battery test and came back telling me that it's a battery issue and it needs charging. I knew the battery is fine because I had it tested the day before. So I asked them to look further, and instead of doing a thorough diagnosis, Sam pressed the start button a few times and immediately made the conclusion that it's a starter issue and it needs to be replaced. I was surprised by how hasty he was so I asked how he knew, and he said that ""well I'm a mechanic"". Later he gave me an estimate of $1000 to replace the starter. Luckily I decided to take my car to the dealership instead, and turned out the issue was neither the battery nor the starter.",,,,2,,Automation Audit,silverthreadlabs.com/audit,service_quality_in_session,,ok,,114,4.5,3,10,https://pakautoservice.net/,https://www.google.com/maps/place/Pak+Auto+Service/data=!4m7!3m6!1s0x808f7e26887f440b:0xbdad0231b2c94cec!8m2!3d37.7690703!4d-122.4158364!16s%2Fg%2F1v94093w!19sChIJC0R_iCZ-j4AR7EzJsjECrb0?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,10.71,san francisco,Precision Auto Repair,,,,+1 415-921-3317,https://www.precisionautorepairsf.net,"717 Divisadero St, San Francisco, CA 94117, United States",https://www.google.com/maps/place/Precision+Auto+Repair/data=!4m7!3m6!1s0x808580b1d2b20acb:0xa3d8bd4dd95c9fea!8m2!3d37.7762589!4d-122.4384519!16s%2Fg%2F1tp8_866!19sChIJywqy0rGAhYAR6p9c2U292KM,https://www.facebook.com/profile.php?id=100063465703386,,,,,,,,,,,,,frontline_communication,1,"Manager of the shop very prejudice, Definitely do not recommend, bad business wont be doing business with them ever again",,,,,,Voice AI + Agentic CRM Outreach,silverthreadlabs.com/services/voice-agents,frontline_communication,,no_email_found,,93,4.7,12,20,https://www.precisionautorepairsf.net/,https://www.google.com/maps/place/Precision+Auto+Repair/data=!4m7!3m6!1s0x808580b1d2b20acb:0xa3d8bd4dd95c9fea!8m2!3d37.7762589!4d-122.4384519!16s%2Fg%2F1tp8_866!19sChIJywqy0rGAhYAR6p9c2U292KM?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,10.19,san francisco,Rolling Stock,,,,+1 650-822-0005,https://www.rollingstocksf.com,"601 Bayshore Blvd, San Francisco, CA 94124, United States",https://www.google.com/maps/place/Rolling+Stock/data=!4m7!3m6!1s0x808f7e24f3b56137:0xd26f7769634f0bce!8m2!3d37.737912!4d-122.406163!16s%2Fg%2F1tg8jzdk!19sChIJN2G18yR-j4ARzgtPY2l3b9I,,,,,,,,,,,,,,,0,,,,,,,,,,,cloudflare_blocked,,1349,4.7,2,10,https://www.rollingstocksf.com/,https://www.google.com/maps/place/Rolling+Stock/data=!4m7!3m6!1s0x808f7e24f3b56137:0xd26f7769634f0bce!8m2!3d37.737912!4d-122.406163!16s%2Fg%2F1tg8jzdk!19sChIJN2G18yR-j4ARzgtPY2l3b9I?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,10.06,san francisco,Cycle Gear,cs@cyclegear.com,cs@cyclegear.com,gosom_scraper,+1 415-487-2710,https://www.cyclegear.com/stores/cycle-gear-san-francisco-california-store-40,"1500 Harrison St, San Francisco, CA 94103, United States",https://www.google.com/maps/place/Cycle+Gear/data=!4m7!3m6!1s0x808f7e26200525e3:0x7e84b090af27a414!8m2!3d37.7705976!4d-122.4128541!16s%2Fg%2F1tfq9g97!19sChIJ4yUFICZ-j4ARFKQnr5CwhH4,,,,,,,,,,,,,,,0,,,,,,,,,,,cloudflare_blocked,,1217,4.7,2,10,,https://www.google.com/maps/place/Cycle+Gear/data=!4m7!3m6!1s0x808f7e26200525e3:0x7e84b090af27a414!8m2!3d37.7705976!4d-122.4128541!16s%2Fg%2F1tfq9g97!19sChIJ4yUFICZ-j4ARFKQnr5CwhH4?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,9.61,san francisco,"Auto Dynamik, Inc.",contact@sansoxygen.com,contact@sansoxygen.com;infous@autodynamiksf.com,agent_browser_crawl;agent_browser_crawl,+1 415-861-8668,http://www.autodynamiksf.com,"265 Eddy St, San Francisco, CA 94102, United States","https://www.google.com/maps/place/Auto+Dynamik,+Inc./data=!4m7!3m6!1s0x8085808164926ed5:0x1f9d89df7ec8c19f!8m2!3d37.7839171!4d-122.4119995!16s%2Fg%2F1tgpyf44!19sChIJ1W6SZIGAhYARn8HIft-JnR8",https://www.facebook.com/AutoDynamik/,,,,,,,,,,,,,frontline_communication,1,This place ended up costing me couple thousand dollars just because the people inside did not communicate properly. Looks like really nice people but totally ruined 3 months and 4 flights for me just because they didn't check their second floor height.,,,,1,,Voice AI + Agentic CRM Outreach,silverthreadlabs.com/services/voice-agents,frontline_communication,,ok,,16,4.4,2,8,http://www.autodynamiksf.com/,"https://www.google.com/maps/place/Auto+Dynamik,+Inc./data=!4m7!3m6!1s0x8085808164926ed5:0x1f9d89df7ec8c19f!8m2!3d37.7839171!4d-122.4119995!16s%2Fg%2F1tgpyf44!19sChIJ1W6SZIGAhYARn8HIft-JnR8?authuser=0&hl=en&rclk=1",,FALSE,,FALSE,,0,FALSE,FALSE,
D,9.51,san francisco,Mikes Union Auto Repair,,,,+1 415-665-6370,,"1311 7th Ave, San Francisco, CA 94122, United States",https://www.google.com/maps/place/Mikes+Union+Auto+Repair/data=!4m7!3m6!1s0x8085875c0e40c553:0xa521f050c9d1f535!8m2!3d37.7638527!4d-122.4643472!16s%2Fg%2F1tdyfw4h!19sChIJU8VADlyHhYARNfXRyVDwIaU,,,,,,,,,,,,,,service_quality_in_session,1,Great work from the mechanics here. Only complaint is that no one speaks English that well. Usually not an issue but I had a list of things I wanted addressed with my truck and only a few of them made it across the language barrier lol. …,,,,,,Automation Audit,silverthreadlabs.com/audit,service_quality_in_session,,,,80,4.7,55,63,,https://www.google.com/maps/place/Mikes+Union+Auto+Repair/data=!4m7!3m6!1s0x8085875c0e40c553:0xa521f050c9d1f535!8m2!3d37.7638527!4d-122.4643472!16s%2Fg%2F1tdyfw4h!19sChIJU8VADlyHhYARNfXRyVDwIaU?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,9.26,san francisco,Larkins Brothers Tire & Auto,,,,+1 415-863-5730,,"370 S Van Ness Ave, San Francisco, CA 94103, United States",https://www.google.com/maps/place/Larkins+Brothers+Tire+%26+Auto/data=!4m7!3m6!1s0x808f7e240fbd2573:0x5771a8bf3fa7944c!8m2!3d37.7672372!4d-122.4180483!16s%2Fg%2F1tc_8xdg!19sChIJcyW9DyR-j4ARTJSnP7-ocVc,,,,,,,,,,,,,,,0,,,,,,,,,,,,,486,4.6,6,12,,https://www.google.com/maps/place/Larkins+Brothers+Tire+%26+Auto/data=!4m7!3m6!1s0x808f7e240fbd2573:0x5771a8bf3fa7944c!8m2!3d37.7672372!4d-122.4180483!16s%2Fg%2F1tc_8xdg!19sChIJcyW9DyR-j4ARTJSnP7-ocVc?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,9.11,san francisco,Paul's Mobile Detailing,paul.detail415@gmail.com,paul.detail415@gmail.com,gosom_scraper,+1 415-678-7270,https://paulsmobiledetailing.com,"55 Elmira St, San Francisco, CA 94124, United States",https://www.google.com/maps/place/Paul%27s+Mobile+Detailing/data=!4m7!3m6!1s0x8085809ee9622a03:0x933ec48ff28f01c8!8m2!3d37.7374432!4d-122.4036982!16s%2Fg%2F11b6q02kwk!19sChIJAypi6Z6AhYARyAGP8o_EPpM,,,,https://www.yelp.com/biz/pauls-mobile-detailing-san-francisco-9,,,,,,,,,,,0,,,,,,,,,,,ok,,172,4.3,2,10,https://paulsmobiledetailing.com/,https://www.google.com/maps/place/Paul%27s+Mobile+Detailing/data=!4m7!3m6!1s0x8085809ee9622a03:0x933ec48ff28f01c8!8m2!3d37.7374432!4d-122.4036982!16s%2Fg%2F11b6q02kwk!19sChIJAypi6Z6AhYARyAGP8o_EPpM?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,1,FALSE,FALSE,
D,9.07,san francisco,Moe's Tire - Tire Shop in San Francisco,moestires887@gmail.com,moestires887@gmail.com;quotes@moestireservice.com,agent_browser_crawl;agent_browser_crawl,+1 415-704-6679,https://moestireservice.com,"3160 Mission St, San Francisco, CA 94110, United States",https://www.google.com/maps/place/Moe%27s+Tire+-+Tire+Shop+in+San+Francisco/data=!4m7!3m6!1s0x808f7fc5c13a54c5:0x8216ff314356038e!8m2!3d37.7466411!4d-122.4195169!16s%2Fg%2F11vymmsmrj!19sChIJxVQ6wcV_j4ARjgNWQzH_FoI,https://www.facebook.com/moestire,https://www.instagram.com/moestires/,http://www.linkedin.com/in/moestires,https://www.yelp.com/biz/moes-tires-san-bruno-3,https://www.tiktok.com/@moestires?,,,,,,,,,,0,,,,,,,,,,,ok,,1055,4.9,2,10,https://moestireservice.com/,https://www.google.com/maps/place/Moe%27s+Tire+-+Tire+Shop+in+San+Francisco/data=!4m7!3m6!1s0x808f7fc5c13a54c5:0x8216ff314356038e!8m2!3d37.7466411!4d-122.4195169!16s%2Fg%2F11vymmsmrj!19sChIJxVQ6wcV_j4ARjgNWQzH_FoI?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,8.75,san francisco,Automotive Clinic,,,,+1 415-563-2915,https://www.autoclinicsf.com/AAA-Approved-Auto-Repair-Service.html,"2035 Divisadero St, San Francisco, CA 94115, United States",https://www.google.com/maps/place/Automotive+Clinic/data=!4m7!3m6!1s0x808580c9597d9d89:0xc8ce7fdd041db3f0!8m2!3d37.788593!4d-122.4407645!16s%2Fg%2F1vfp8ffp!19sChIJiZ19WcmAhYAR8LMdBN1_zsg,,,,,,,,,,,,,,,0,,,,,,,,,,,no_email_found,,445,4.7,2,10,,https://www.google.com/maps/place/Automotive+Clinic/data=!4m7!3m6!1s0x808580c9597d9d89:0xc8ce7fdd041db3f0!8m2!3d37.788593!4d-122.4407645!16s%2Fg%2F1vfp8ffp!19sChIJiZ19WcmAhYAR8LMdBN1_zsg?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,8.48,san francisco,International Sport Motors,,,,+1 415-551-9930,https://ismotors.com,"440 9th St, San Francisco, CA 94103, United States",https://www.google.com/maps/place/International+Sport+Motors/data=!4m7!3m6!1s0x808f7e29195229bf:0x3b05278f70fa373b!8m2!3d37.7719079!4d-122.4094581!16s%2Fg%2F1tn4yd86!19sChIJvylSGSl-j4AROzf6cI8nBTs,,,,,,,,,,,,,,,0,,,,,,,,,,,cloudflare_blocked,,267,4.6,2,10,https://ismotors.com/,https://www.google.com/maps/place/International+Sport+Motors/data=!4m7!3m6!1s0x808f7e29195229bf:0x3b05278f70fa373b!8m2!3d37.7719079!4d-122.4094581!16s%2Fg%2F1tn4yd86!19sChIJvylSGSl-j4AROzf6cI8nBTs?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,8.47,san francisco,Willy's Auto Repair Shop,willysautorepair@yahoo.com,willysautorepair@yahoo.com,gosom_scraper,+1 415-771-8805,http://www.willysautorepairsf.com,"943 Harrison St, San Francisco, CA 94107, United States",https://www.google.com/maps/place/Willy%27s+Auto+Repair+Shop/data=!4m7!3m6!1s0x808580803c7ad5b9:0xc540ef4174185b41!8m2!3d37.778123!4d-122.4026141!16s%2Fg%2F1tdsj_yy!19sChIJudV6PICAhYARQVsYdEHvQMU,https://www.facebook.com/WillysAutoRepairSF/?ref=hl,,,http://www.yelp.com/biz/willys-auto-repair-san-francisco,,,,,,,,,,delivery_quality,1,Everytime I drive past this guys shop I get annoyed but it was a lesson learned. Over $18k spent on my old school and 2 years of him having my car and not 1 receipt to show for the work he claimed to have done. I have a “rebuilt motor & …,,,,,,,,delivery_quality,,ok,,36,4.7,16,23,http://www.willysautorepairsf.com/,https://www.google.com/maps/place/Willy%27s+Auto+Repair+Shop/data=!4m7!3m6!1s0x808580803c7ad5b9:0xc540ef4174185b41!8m2!3d37.778123!4d-122.4026141!16s%2Fg%2F1tdsj_yy!19sChIJudV6PICAhYARQVsYdEHvQMU?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,1,FALSE,FALSE,
D,8.09,san francisco,"UFODRIVE: 24/7 Car Rental - San Francisco, Sutter & Stockton",contact@ufodrive.com,contact@ufodrive.com,gosom_scraper,,https://www.ufodrive.com/locations/san-francisco-sutter-stocketon-car-rental,"Sutter-Stockton Garage, 444 Stockton St, San Francisco, CA 94108, United States","https://www.google.com/maps/place/UFODRIVE:+24%2F7+Car+Rental+-+San+Francisco,+Sutter+%26+Stockton/data=!4m7!3m6!1s0x8085810e1d13a815:0xbfc5e48ba66a3187!8m2!3d37.7900691!4d-122.4064769!16s%2Fg%2F11jsh6jyh5!19sChIJFagTHQ6BhYARhzFqpovkxb8",https://www.facebook.com/UFODriveSocial,https://www.instagram.com/ufodrive/,https://www.linkedin.com/company/ufodrive/,,,,,,,,,,,frontline_communication,1,"2/March Update - The staff finally asked the right person and they have excepted my Australian licence . It is unclear how they have got around their insurance rules and it does make me nervous that I will go to get my car and they will cancel my booking. I will update my review after the hire.

1/ March Long story short, they didn't except my licence because I renewed it less than 2 years ago. Even though I have a full licence 40 years their insurance company requires proof of this. So if you can't prove it i.e an old licence, give them a miss. P.S it also took 5 days for someone to tell me this after about 20 messages back and forth to them. Completely useless.",,,,3,,Voice AI + Agentic CRM Outreach,silverthreadlabs.com/services/voice-agents,frontline_communication,,ok,,17,4.8,9,16,,"https://www.google.com/maps/place/UFODRIVE:+24%2F7+Car+Rental+-+San+Francisco,+Sutter+%26+Stockton/data=!4m7!3m6!1s0x8085810e1d13a815:0xbfc5e48ba66a3187!8m2!3d37.7900691!4d-122.4064769!16s%2Fg%2F11jsh6jyh5!19sChIJFagTHQ6BhYARhzFqpovkxb8?authuser=0&hl=en&rclk=1",,FALSE,,FALSE,,0,FALSE,TRUE,malformed
D,8.04,san francisco,Juarez Tires and Brakes,,,,+1 415-374-6581,http://www.juareztiressf.com,"2831 Cesar Chavez St, San Francisco, CA 94110, United States",https://www.google.com/maps/place/Juarez+Tires+and+Brakes/data=!4m7!3m6!1s0x808f7d775f37fd3f:0xe6f106684760f938!8m2!3d37.7486438!4d-122.4063975!16s%2Fg%2F11rdznd3vm!19sChIJP_03X3d9j4AROPlgR2gG8eY,,,,,,,,,,,,,,,0,,,,,,,,,,,open_error,,259,4.7,13,21,http://www.juareztiressf.com/,https://www.google.com/maps/place/Juarez+Tires+and+Brakes/data=!4m7!3m6!1s0x808f7d775f37fd3f:0xe6f106684760f938!8m2!3d37.7486438!4d-122.4063975!16s%2Fg%2F11rdznd3vm!19sChIJP_03X3d9j4AROPlgR2gG8eY?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,7.77,san francisco,SF Auto Detail,,,,+1 415-776-1844,https://sites.google.com/view/san-francisco-auto-detail/home?fce_id=6767ffe2-71e5-4fb1-ae69-37e2218f1a78+https%3A%2F%2Fsites.google.com%2Fview%2Fsan-francisco-auto-detail%2Fhome%3Ffce_id%3D6767ffe2-71e5-4fb1-ae69-37e2218f1a78,"611 S Van Ness Ave, San Francisco, CA 94110, United States",https://www.google.com/maps/place/SF+Auto+Detail/data=!4m7!3m6!1s0x808581f807b8ad4f:0x5f05aed5e22cad09!8m2!3d37.7633394!4d-122.4170392!16s%2Fg%2F11sp7nxdsw!19sChIJT624B_iBhYARCa0s4tWuBV8,,,,,,,,,,,,,,,0,,,,,,,,,,,no_email_found,,389,4.9,3,11,https://sites.google.com/view/san-francisco-auto-detail/home?fce_id=6767ffe2-71e5-4fb1-ae69-37e2218f1a78%20https://sites.google.com/view/san-francisco-auto-detail/home?fce_id=6767ffe2-71e5-4fb1-ae69-37e2218f1a78,https://www.google.com/maps/place/SF+Auto+Detail/data=!4m7!3m6!1s0x808581f807b8ad4f:0x5f05aed5e22cad09!8m2!3d37.7633394!4d-122.4170392!16s%2Fg%2F11sp7nxdsw!19sChIJT624B_iBhYARCa0s4tWuBV8?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,7.65,san francisco,San Francisco Automotive Solutions,,,,+1 415-957-1170,https://www.mysfcarguys.com,"846 Harrison St, San Francisco, CA 94107, United States",https://www.google.com/maps/place/San+Francisco+Automotive+Solutions/data=!4m7!3m6!1s0x8085807fd3695555:0xfb287e13764fcc56!8m2!3d37.7800362!4d-122.4008927!16s%2Fg%2F11d_7np_cq!19sChIJVVVp03-AhYARVsxPdhN-KPs,https://www.facebook.com/mysfcarguys/,https://www.instagram.com/mysfcarguys/,http://www.linkedin.com/company/17995420/,https://www.yelp.com/biz/san-francisco-automotive-solutions-san-francisco,,,,,,,,,,,0,,,,,,,,,,,no_email_found,,354,5,52,60,https://www.mysfcarguys.com/,https://www.google.com/maps/place/San+Francisco+Automotive+Solutions/data=!4m7!3m6!1s0x8085807fd3695555:0xfb287e13764fcc56!8m2!3d37.7800362!4d-122.4008927!16s%2Fg%2F11d_7np_cq!19sChIJVVVp03-AhYARVsxPdhN-KPs?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,7.56,san francisco,Robert's Tires & Wheels,,,,+1 415-243-9282,https://www.robertstires.com,"986 Harrison St, San Francisco, CA 94107, United States",https://www.google.com/maps/place/Robert%27s+Tires+%26+Wheels/data=!4m7!3m6!1s0x8085808033e46f79:0x67e4208f94057440!8m2!3d37.7777277!4d-122.4039305!16s%2Fg%2F1tkc6xlj!19sChIJeW_kM4CAhYARQHQFlI8g5Gc,,,,,,,,,,,,,,,0,,,,,,,,,,,cloudflare_blocked,,132,4.6,6,10,https://www.robertstires.com/,https://www.google.com/maps/place/Robert%27s+Tires+%26+Wheels/data=!4m7!3m6!1s0x8085808033e46f79:0x67e4208f94057440!8m2!3d37.7777277!4d-122.4039305!16s%2Fg%2F1tkc6xlj!19sChIJeW_kM4CAhYARQHQFlI8g5Gc?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,7.46,san francisco,SF Mobile Tire Repair Service,,,,+1 415-980-9058,,"1780 Folsom St, San Francisco, CA 94103, United States",https://www.google.com/maps/place/SF+Mobile+Tire+Repair+Service/data=!4m7!3m6!1s0x80858150c49247ad:0xaeef96a924d0be0c!8m2!3d37.7686499!4d-122.4161008!16s%2Fg%2F11xdvyqpzq!19sChIJrUeSxFCBhYARDL7QJKmW764,,,,,,,,,,,,,,,0,,,,,,,,,,,,,306,5,2,10,,https://www.google.com/maps/place/SF+Mobile+Tire+Repair+Service/data=!4m7!3m6!1s0x80858150c49247ad:0xaeef96a924d0be0c!8m2!3d37.7686499!4d-122.4161008!16s%2Fg%2F11xdvyqpzq!19sChIJrUeSxFCBhYARDL7QJKmW764?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
