tier,quality_score,metro,title,best_email,all_emails,email_sources,phone,phone_normalized,website,address,google_maps_link,socials_facebook,socials_instagram,socials_linkedin,socials_yelp,socials_tiktok,socials_youtube,owner_name,owner_title,owner_linkedin,additional_team,pocs,top_pain_category,pain_breadth_count,pain_quote_1,pain_quote_2,pain_quote_1_rating,pain_quote_2_rating,recommended_service,recommended_service_url,all_pain_categories,all_recommended_services,crawl_status,research_note,review_count,rating,negative_reviews_1_3_star,reviews_analyzed,website_raw,google_maps_link_raw,website_redirect_target_raw,is_chain_or_dso,chain_reason,website_redirect_mismatch,website_redirect_target,emails_invalid_count,crawled_emails_suspect,phone_invalid,phone_invalid_reason
D,7.7,toronto,la Vie en Rose Stock Yards Village,info@lavieenrose.com,info@lavieenrose.com,gosom_scraper;agent_browser_crawl,+1 416-769-4535,,https://www.lavieenrose.com/en/our-stores/0105-toronto-stock-yards-village,"1980 St Clair Ave W a137, Old Toronto, ON M6N 4X9, Canada",https://www.google.com/maps/place/la+Vie+en+Rose+Stock+Yards+Village/data=!4m7!3m6!1s0x882b36a750a585d7:0x1319869729de9743!8m2!3d43.6733611!4d-79.4707258!16s%2Fg%2F1q62l7xl8!19sChIJ14WlUKc2K4gRQ5feKZeGGRM,https://www.facebook.com/lavieenrose,https://www.instagram.com/lavieenrose/,https://ca.linkedin.com/company/la-vie-en-rose,,https://www.tiktok.com/@lavieenrose,https://www.youtube.com/user/lavieenrose,,,,,,frontline_communication,1,"One of the staffs here is super rude, she seemed not so polite with customers as well with the other staff.","The store has some good deals and nice selection, but the service here was downright rude.
I tried to return an item to get another one and the sales associate barely gave me the time of day, was short with me and nothing even close to welcoming. When I asked for my receipt back from my initial purc",1,2,Voice AI + Agentic CRM Outreach,silverthreadlabs.com/services/voice-agents,frontline_communication,,ok,,108,4.5,11,108,https://www.lavieenrose.com/en/our-stores/0105-toronto-stock-yards-village?utm_source=googlebusinessprofile&utm_medium=organic_local&utm_campaign=lver_store_canada&utm_content=website_button&utm_term=0105,https://www.google.com/maps/place/la+Vie+en+Rose+Stock+Yards+Village/data=!4m7!3m6!1s0x882b36a750a585d7:0x1319869729de9743!8m2!3d43.6733611!4d-79.4707258!16s%2Fg%2F1q62l7xl8!19sChIJ14WlUKc2K4gRQ5feKZeGGRM?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,7.67,toronto,A & A Department Store,,,,+1 647-836-3868,,http://www.riina.ca,"251 Spadina Ave., Toronto, ON M5T 2E2, Canada",https://www.google.com/maps/place/A+%26+A+Department+Store/data=!4m7!3m6!1s0x882b3598ef7b463b:0x4331bf1ea78e1939!8m2!3d43.6517911!4d-79.3972952!16s%2Fg%2F11j7m45mgt!19sChIJO0Z775g1K4gRORmOpx6_MUM,,,,,,,,,,,,,0,,,,,,,,,open_error,,31,4.1,9,31,http://www.riina.ca/,https://www.google.com/maps/place/A+%26+A+Department+Store/data=!4m7!3m6!1s0x882b3598ef7b463b:0x4331bf1ea78e1939!8m2!3d43.6517911!4d-79.3972952!16s%2Fg%2F11j7m45mgt!19sChIJO0Z775g1K4gRORmOpx6_MUM?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,7.61,toronto,Hi,,,,,,http://www.hi-vibes.com,"4 Kensington Ave, Toronto, ON M5T 2J7, Canada",https://www.google.com/maps/place/Hi/data=!4m7!3m6!1s0x882b34c2fc2845f9:0x9799e84a3e3fee25!8m2!3d43.6529246!4d-79.4002598!16s%2Fg%2F11cp87263s!19sChIJ-UUo_MI0K4gRJe4_PkromZc,,,,,,,,,,,,,0,,,,,,,,,,,40,4.2,8,40,http://www.hi-vibes.com/,https://www.google.com/maps/place/Hi/data=!4m7!3m6!1s0x882b34c2fc2845f9:0x9799e84a3e3fee25!8m2!3d43.6529246!4d-79.4002598!16s%2Fg%2F11cp87263s!19sChIJ-UUo_MI0K4gRJe4_PkromZc?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,TRUE,malformed
D,7.56,toronto,A 1 Discount,,,,+1 416-521-9966,,https://lakeshorewireless.com,"2412 Lake Shore Blvd W, Etobicoke, ON M8V 1C4, Canada",https://www.google.com/maps/place/A+1+Discount/data=!4m7!3m6!1s0x882b361ebe398d63:0x85c3af062b8ded2d!8m2!3d43.6146597!4d-79.4890637!16s%2Fg%2F1tdpmqdt!19sChIJY405vh42K4gRLe2NKwavw4U,,,,,,,,,,,,,0,,,,,,,,,,,332,4.9,11,332,https://lakeshorewireless.com/,https://www.google.com/maps/place/A+1+Discount/data=!4m7!3m6!1s0x882b361ebe398d63:0x85c3af062b8ded2d!8m2!3d43.6146597!4d-79.4890637!16s%2Fg%2F1tdpmqdt!19sChIJY405vh42K4gRLe2NKwavw4U?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,7.38,toronto,Pop's Cannabis Co. | Toronto (Liberty Village) Weed Store,,,,+1 437-888-3080,,https://popscannabis.ca/shop,"61 Hanna Ave #3, Toronto, ON M6K 3N7, Canada",https://www.google.com/maps/place/Pop%27s+Cannabis+Co.+%7C+Toronto+%28Liberty+Village%29+Weed+Store/data=!4m7!3m6!1s0x882b35da8b6cb77d:0xdc7fb5559e1086da!8m2!3d43.6395825!4d-79.4189154!16s%2Fg%2F11ssjyhb1d!19sChIJfbdsi9o1K4gR2oYQnlW1f9w,,,,,,,,,,,,,0,,,,,,,,,,,156,4.7,12,156,,https://www.google.com/maps/place/Pop%27s+Cannabis+Co.+%7C+Toronto+%28Liberty+Village%29+Weed+Store/data=!4m7!3m6!1s0x882b35da8b6cb77d:0xdc7fb5559e1086da!8m2!3d43.6395825!4d-79.4189154!16s%2Fg%2F11ssjyhb1d!19sChIJfbdsi9o1K4gR2oYQnlW1f9w?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,7.32,toronto,Growers Retail,info@growersretailcannabis.ca,info@growersretailcannabis.ca,gosom_scraper,+1 416-421-3746,,https://growersretailcannabis.ca,"1021 Pape Ave, East York, ON M4K 3V8, Canada",https://www.google.com/maps/place/Growers+Retail/data=!4m7!3m6!1s0x89d4cd63c60d495f:0x7f3a5a78630f69c8!8m2!3d43.6883869!4d-79.3482282!16s%2Fg%2F11k6hb7jmt!19sChIJX0kNxmPN1IkRyGkPY3haOn8,,,,,,,,,,,,,0,,,,,,,,,,,110,4.6,11,110,https://growersretailcannabis.ca/,https://www.google.com/maps/place/Growers+Retail/data=!4m7!3m6!1s0x89d4cd63c60d495f:0x7f3a5a78630f69c8!8m2!3d43.6883869!4d-79.3482282!16s%2Fg%2F11k6hb7jmt!19sChIJX0kNxmPN1IkRyGkPY3haOn8?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,7.29,toronto,Treehouse Collectibles,,,,+1 647-436-9553,,http://treehousecollectibles.ca,"164 Donlands Ave, East York, ON M4J 3P8, Canada",https://www.google.com/maps/place/Treehouse+Collectibles/data=!4m7!3m6!1s0x89d4cc89243ee019:0x52401ba2165b7077!8m2!3d43.6858765!4d-79.3399714!16s%2Fg%2F11cmyjf9zp!19sChIJGeA-JInM1IkRd3BbFqIbQFI,,,,,,,,,,,,,0,,,,,,,,,,,198,4.8,6,198,http://treehousecollectibles.ca/,https://www.google.com/maps/place/Treehouse+Collectibles/data=!4m7!3m6!1s0x89d4cc89243ee019:0x52401ba2165b7077!8m2!3d43.6858765!4d-79.3399714!16s%2Fg%2F11cmyjf9zp!19sChIJGeA-JInM1IkRd3BbFqIbQFI?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,7.24,toronto,Dancing Days,,13e49d785d8d4f828038b6136f3b48ba@sentry.io,gosom_scraper,+1 416-599-9827,,https://shopsol.ca,"17 Kensington Ave, Toronto, ON M5T 2J8, Canada",https://www.google.com/maps/place/Dancing+Days/data=!4m7!3m6!1s0x882b34c301c2d8fb:0x5367ca9cc13311b3!8m2!3d43.6531018!4d-79.3998403!16s%2Fg%2F1v8gcp0c!19sChIJ-9jCAcM0K4gRsxEzwZzKZ1M,,,,,,,,,,,,,0,,,,,,,,,,,76,4.5,11,76,https://shopsol.ca/,https://www.google.com/maps/place/Dancing+Days/data=!4m7!3m6!1s0x882b34c301c2d8fb:0x5367ca9cc13311b3!8m2!3d43.6531018!4d-79.3998403!16s%2Fg%2F1v8gcp0c!19sChIJ-9jCAcM0K4gRsxEzwZzKZ1M?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,1,FALSE,FALSE,
D,7.24,toronto,I HAVE A CRUSH ON YOU,info@smittenkitten.ca,user@domain.com;info@smittenkitten.ca,gosom_scraper;gosom_scraper,+1 416-672-0767,,http://www.ihaveacrushonyou.ca,"51 Jefferson Ave Unit #201, Toronto, ON M6K 1Y3, Canada",https://www.google.com/maps/place/I+HAVE+A+CRUSH+ON+YOU/data=!4m7!3m6!1s0x882b3506c646663f:0x745b48225c34f1f!8m2!3d43.6376047!4d-79.4212415!16s%2Fg%2F11bbsxqpfn!19sChIJP2ZGxgY1K4gRH0_DJYK0RQc,,,,,,,,,,,,,0,,,,,,,,,,,191,4.8,6,191,http://www.ihaveacrushonyou.ca/,https://www.google.com/maps/place/I+HAVE+A+CRUSH+ON+YOU/data=!4m7!3m6!1s0x882b3506c646663f:0x745b48225c34f1f!8m2!3d43.6376047!4d-79.4212415!16s%2Fg%2F11bbsxqpfn!19sChIJP2ZGxgY1K4gRH0_DJYK0RQc?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,1,FALSE,FALSE,
D,7.11,toronto,The Swag Sisters' Toy Store,info@theswagsisters.com,info@theswagsisters.com,gosom_scraper,+1 416-628-1280,,http://www.theswagsisters.com,"1511 Gerrard St E, Toronto, ON M4L 2A4, Canada",https://www.google.com/maps/place/The+Swag+Sisters%27+Toy+Store/data=!4m7!3m6!1s0x89d4cb70b2cdae55:0x2330b5bc77572a0!8m2!3d43.6727133!4d-79.3195336!16s%2Fg%2F1tsjfmm_!19sChIJVa7NsnDL1IkRoHJ1x1sLMwI,,,,,,,,,,,,,0,,,,,,,,,,,172,4.8,9,172,http://www.theswagsisters.com/,https://www.google.com/maps/place/The+Swag+Sisters%27+Toy+Store/data=!4m7!3m6!1s0x89d4cb70b2cdae55:0x2330b5bc77572a0!8m2!3d43.6727133!4d-79.3195336!16s%2Fg%2F1tsjfmm_!19sChIJVa7NsnDL1IkRoHJ1x1sLMwI?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,7.08,toronto,Toronto Designers Market,,,,,,http://www.torontodesignersmarket.com,"50 Bloor St W, Toronto, ON M4W 1A1, Canada",https://www.google.com/maps/place/Toronto+Designers+Market/data=!4m7!3m6!1s0x882b35b6e8c5a2ff:0x401dde47ae547a31!8m2!3d43.6703401!4d-79.3882622!16s%2Fg%2F11bxg3m7sq!19sChIJ_6LF6LY1K4gRMXpUrkfeHUA,,,,,,,,,,,,,0,,,,,,,,,,,67,4.5,8,67,http://www.torontodesignersmarket.com/,https://www.google.com/maps/place/Toronto+Designers+Market/data=!4m7!3m6!1s0x882b35b6e8c5a2ff:0x401dde47ae547a31!8m2!3d43.6703401!4d-79.3882622!16s%2Fg%2F11bxg3m7sq!19sChIJ_6LF6LY1K4gRMXpUrkfeHUA?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,TRUE,malformed
D,7.04,toronto,The Latest Scoop Queen West,,,,+1 416-656-7636,,http://thelatestscoop.ca,"700 Queen St W, Toronto, ON M6J 1E7, Canada",https://www.google.com/maps/place/The+Latest+Scoop+Queen+West/data=!4m7!3m6!1s0x882b353e493c2bfd:0x8357579acf8b7ee4!8m2!3d43.6464357!4d-79.4083107!16s%2Fg%2F11h5rnhzrq!19sChIJ_Ss8ST41K4gR5H6Lz5pXV4M,,,,,,,,,,,,,0,,,,,,,,,,,65,4.5,8,65,http://thelatestscoop.ca/,https://www.google.com/maps/place/The+Latest+Scoop+Queen+West/data=!4m7!3m6!1s0x882b353e493c2bfd:0x8357579acf8b7ee4!8m2!3d43.6464357!4d-79.4083107!16s%2Fg%2F11h5rnhzrq!19sChIJ_Ss8ST41K4gR5H6Lz5pXV4M?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,7.03,toronto,Revelle Shop,,,,+1 647-674-3114,,http://www.revelleshop.com,"129 Davenport Rd, Toronto, ON M5R 1H8, Canada",https://www.google.com/maps/place/Revelle+Shop/data=!4m7!3m6!1s0x882b355302ea8283:0x2696d8b4e70bcf24!8m2!3d43.6745307!4d-79.3929214!16s%2Fg%2F11r4j3g00y!19sChIJg4LqAlM1K4gRJM8L57TYliY,,,,,,,,,,,,,0,,,,,,,,,,,221,5.0,1,221,http://www.revelleshop.com/,https://www.google.com/maps/place/Revelle+Shop/data=!4m7!3m6!1s0x882b355302ea8283:0x2696d8b4e70bcf24!8m2!3d43.6745307!4d-79.3929214!16s%2Fg%2F11r4j3g00y!19sChIJg4LqAlM1K4gRJM8L57TYliY?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,6.99,toronto,Gadabout,info@gadabout.ca,info@gadabout.ca;info@gadaboutvintage.com,gosom_scraper;gosom_scraper,+1 416-463-1254,,http://gadaboutvintage.com,"1300 Queen St E, Toronto, ON M4L 1C4, Canada",https://www.google.com/maps/place/Gadabout/data=!4m7!3m6!1s0x89d4cb84b87dbb17:0xd816b146aee591dc!8m2!3d43.6638211!4d-79.3282818!16s%2Fg%2F1tngr8h1!19sChIJF7t9uITL1IkR3JHlrkaxFtg,,,,,,,,,,,,,0,,,,,,,,,,,116,4.7,7,116,http://gadaboutvintage.com/,https://www.google.com/maps/place/Gadabout/data=!4m7!3m6!1s0x89d4cb84b87dbb17:0xd816b146aee591dc!8m2!3d43.6638211!4d-79.3282818!16s%2Fg%2F1tngr8h1!19sChIJF7t9uITL1IkR3JHlrkaxFtg?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,6.96,toronto,Lost boys vintage,,,,+1 647-990-2580,,http://www.lostboysvintage.com,"38 Kensington Ave, Toronto, ON M5T 2J9, Canada",https://www.google.com/maps/place/Lost+boys+vintage/data=!4m7!3m6!1s0x882b3598a02e8d77:0xa376012d26b175c7!8m2!3d43.6537324!4d-79.4006088!16s%2Fg%2F11fkwblnfy!19sChIJd40uoJg1K4gRx3WxJi0BdqM,,,,,,,,,,,,,0,,,,,,,,,,,45,4.4,7,45,http://www.lostboysvintage.com/,https://www.google.com/maps/place/Lost+boys+vintage/data=!4m7!3m6!1s0x882b3598a02e8d77:0xa376012d26b175c7!8m2!3d43.6537324!4d-79.4006088!16s%2Fg%2F11fkwblnfy!19sChIJd40uoJg1K4gRx3WxJi0BdqM?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,6.81,toronto,Olsen Europe,,,,+1 416-231-5552,,,"250 The East Mall, Etobicoke, ON M9B 1J4, Canada",https://www.google.com/maps/place/Olsen+Europe/data=!4m7!3m6!1s0x882b37f41d59087b:0xc26590a425c1b552!8m2!3d43.63197!4d-79.555537!16s%2Fg%2F11bttkm13p!19sChIJewhZHfQ3K4gRUrXBJaSQZcI,,,,,,,,,,,,,0,,,,,,,,,,,16,4.1,3,16,,https://www.google.com/maps/place/Olsen+Europe/data=!4m7!3m6!1s0x882b37f41d59087b:0xc26590a425c1b552!8m2!3d43.63197!4d-79.555537!16s%2Fg%2F11bttkm13p!19sChIJewhZHfQ3K4gRUrXBJaSQZcI?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,6.72,toronto,BAZAAR Gift Shop,,,,,,http://kensingtonflea.com,"66 Kensington Ave, Toronto, ON M5T 2K1, Canada",https://www.google.com/maps/place/BAZAAR+Gift+Shop/data=!4m7!3m6!1s0x882b34ea0a62d091:0xe3adb8d5f84b5f24!8m2!3d43.6543828!4d-79.4007862!16s%2Fg%2F1tdgkx1v!19sChIJkdBiCuo0K4gRJF9L-NW4reM,,,,,,,,,,,,,0,,,,,,,,,,,51,4.5,7,51,http://kensingtonflea.com/,https://www.google.com/maps/place/BAZAAR+Gift+Shop/data=!4m7!3m6!1s0x882b34ea0a62d091:0xe3adb8d5f84b5f24!8m2!3d43.6543828!4d-79.4007862!16s%2Fg%2F1tdgkx1v!19sChIJkdBiCuo0K4gRJF9L-NW4reM?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,TRUE,malformed
D,6.64,toronto,King of Kensington,,,,,,,"217 Augusta Ave, Toronto, ON M5T 2L4, Canada",https://www.google.com/maps/place/King+of+Kensington/data=!4m7!3m6!1s0x882b35e1045f7877:0xad5e91bc4dae1291!8m2!3d43.654183!4d-79.4017441!16s%2Fg%2F11fs005p1z!19sChIJd3hfBOE1K4gRkRKuTbyRXq0,,,,,,,,,,,,,0,,,,,,,,,,,48,4.5,5,48,,https://www.google.com/maps/place/King+of+Kensington/data=!4m7!3m6!1s0x882b35e1045f7877:0xad5e91bc4dae1291!8m2!3d43.654183!4d-79.4017441!16s%2Fg%2F11fs005p1z!19sChIJd3hfBOE1K4gRkRKuTbyRXq0?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,TRUE,malformed
D,6.64,toronto,Shop 20,,,,+1 416-296-1090,,,"300 Borough Dr unit 274, Scarborough, ON M1P 4P5, Canada",https://www.google.com/maps/place/Shop+20/data=!4m7!3m6!1s0x89d4d1f4ba0def51:0xba0084efec8ca31e!8m2!3d43.7757281!4d-79.2574487!16s%2Fg%2F11lgwxq2kq!19sChIJUe8NuvTR1IkRHqOM7O-EALo,,,,,,,,,,,,,0,,,,,,,,,,,26,4.3,4,26,,https://www.google.com/maps/place/Shop+20/data=!4m7!3m6!1s0x89d4d1f4ba0def51:0xba0084efec8ca31e!8m2!3d43.7757281!4d-79.2574487!16s%2Fg%2F11lgwxq2kq!19sChIJUe8NuvTR1IkRHqOM7O-EALo?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,6.6,toronto,Shop Makers The Beaches,,user@domain.com;email@example.com,gosom_scraper;gosom_scraper,,,https://shopmakers.ca,"1984 Queen St E, Toronto, ON M4L 1J2, Canada",https://www.google.com/maps/place/Shop+Makers+The+Beaches/data=!4m7!3m6!1s0x89d4cde5187ea0f5:0x59fc678b4202aac0!8m2!3d43.6700491!4d-79.300582!16s%2Fg%2F11vxr71j8j!19sChIJ9aB-GOXN1IkRwKoCQotn_Fk,,,,,,,,,,,,,0,,,,,,,,,,,86,4.7,7,86,https://shopmakers.ca/,https://www.google.com/maps/place/Shop+Makers+The+Beaches/data=!4m7!3m6!1s0x89d4cde5187ea0f5:0x59fc678b4202aac0!8m2!3d43.6700491!4d-79.300582!16s%2Fg%2F11vxr71j8j!19sChIJ9aB-GOXN1IkRwKoCQotn_Fk?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,2,FALSE,TRUE,malformed
D,6.59,toronto,Zumel & Co.,,,,+1 416-603-0888,,http://www.zumelandco.com,"863 Queen St W, Toronto, ON M6J 1G4, Canada",https://www.google.com/maps/place/Zumel+%26+Co./data=!4m7!3m6!1s0x882b34e3bd340761:0x9ed0e7c19f0bc7e5!8m2!3d43.6457742!4d-79.4105767!16s%2Fg%2F1q5bmhg7z!19sChIJYQc0veM0K4gR5ccLn8Hn0J4,,,,,,,,,,,,,0,,,,,,,,,,,157,4.9,3,157,http://www.zumelandco.com/,https://www.google.com/maps/place/Zumel+%26+Co./data=!4m7!3m6!1s0x882b34e3bd340761:0x9ed0e7c19f0bc7e5!8m2!3d43.6457742!4d-79.4105767!16s%2Fg%2F1q5bmhg7z!19sChIJYQc0veM0K4gR5ccLn8Hn0J4?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,6.56,toronto,Liberty Village Vape Shop (LV VAPES),info@lvvapes.ca,info@lvvapes.ca,gosom_scraper,+1 437-505-5589,,https://www.lvvapes.ca,"100 Western Battery Rd Unit 3A, Toronto, ON M6K 3S2, Canada",https://www.google.com/maps/place/Liberty+Village+Vape+Shop+%28LV+VAPES%29/data=!4m7!3m6!1s0x882b351a753c90a7:0x22f07912364e6435!8m2!3d43.6391579!4d-79.4155532!16s%2Fg%2F11yv926_1b!19sChIJp5A8dRo1K4gRNWRONhJ58CI,,,,,,,,,,,,,0,,,,,,,,,,,154,5.0,1,154,https://www.lvvapes.ca/,https://www.google.com/maps/place/Liberty+Village+Vape+Shop+%28LV+VAPES%29/data=!4m7!3m6!1s0x882b351a753c90a7:0x22f07912364e6435!8m2!3d43.6391579!4d-79.4155532!16s%2Fg%2F11yv926_1b!19sChIJp5A8dRo1K4gRNWRONhJ58CI?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,6.47,toronto,Style In Liberty,,,,,,https://www.styleinliberty.com,"740 Queen St W, Toronto, ON M6J 1E9, Canada",https://www.google.com/maps/place/Style+In+Liberty/data=!4m7!3m6!1s0x882b35c0821a7fcb:0x3322f66e97a47e4!8m2!3d43.6461534!4d-79.4100198!16s%2Fg%2F11s489y_1g!19sChIJy38agsA1K4gR5Ed66WYvMgM,,,,,,,,,,,,,0,,,,,,,,,,,57,4.6,6,57,https://www.styleinliberty.com/,https://www.google.com/maps/place/Style+In+Liberty/data=!4m7!3m6!1s0x882b35c0821a7fcb:0x3322f66e97a47e4!8m2!3d43.6461534!4d-79.4100198!16s%2Fg%2F11s489y_1g!19sChIJy38agsA1K4gR5Ed66WYvMgM?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,TRUE,malformed
D,6.43,toronto,Everything Store & Garden Center,,,,+1 416-465-3132,,,"923 Pape Ave, East York, ON M4K 3V3, Canada",https://www.google.com/maps/place/Everything+Store+%26+Garden+Center/data=!4m7!3m6!1s0x89d4cc90305a7085:0x5b6c2494b92a8c6b!8m2!3d43.6857032!4d-79.347276!16s%2Fg%2F11df05dky7!19sChIJhXBaMJDM1IkRa4wquZQkbFs,,,,,,,,,,,,,0,,,,,,,,,,,22,4.3,4,22,,https://www.google.com/maps/place/Everything+Store+%26+Garden+Center/data=!4m7!3m6!1s0x89d4cc90305a7085:0x5b6c2494b92a8c6b!8m2!3d43.6857032!4d-79.347276!16s%2Fg%2F11df05dky7!19sChIJhXBaMJDM1IkRa4wquZQkbFs?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,6.42,toronto,State & Liberty Clothing,,,,+1 437-421-1338,,https://stateandliberty.com/pages/clothing-store-toronto-on-672-queen-st-west,"672 Queen St W, Toronto, ON M6J 1E5, Canada",https://www.google.com/maps/place/State+%26+Liberty+Clothing/data=!4m7!3m6!1s0x882b350d4268ca49:0xc2a0fcfccaa8986c!8m2!3d43.6466643!4d-79.4071953!16s%2Fg%2F11fmbk73mj!19sChIJScpoQg01K4gRbJioyvz8oMI,,,,,,,,,,,,,0,,,,,,,,,,,138,4.9,4,138,,https://www.google.com/maps/place/State+%26+Liberty+Clothing/data=!4m7!3m6!1s0x882b350d4268ca49:0xc2a0fcfccaa8986c!8m2!3d43.6466643!4d-79.4071953!16s%2Fg%2F11fmbk73mj!19sChIJScpoQg01K4gRbJioyvz8oMI?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,6.37,toronto,Breathless Vintage,,,,+1 416-886-6107,,https://www.breathlessvintage.ca,"37 Kensington Ave, Toronto, ON M5T 2J8, Canada",https://www.google.com/maps/place/Breathless+Vintage/data=!4m7!3m6!1s0x882b34c302f8656d:0x49fee3cdf17437b6!8m2!3d43.6535815!4d-79.400096!16s%2Fg%2F1hc8m0510!19sChIJbWX4AsM0K4gRtjd08c3j_kk,,,,,,,,,,,,,0,,,,,,,,,,,53,4.6,6,53,https://www.breathlessvintage.ca/,https://www.google.com/maps/place/Breathless+Vintage/data=!4m7!3m6!1s0x882b34c302f8656d:0x49fee3cdf17437b6!8m2!3d43.6535815!4d-79.400096!16s%2Fg%2F1hc8m0510!19sChIJbWX4AsM0K4gRtjd08c3j_kk?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,6.28,toronto,Canopy Kids Shop,canopykidsworld@gmail.com,canopykidsworld@gmail.com,gosom_scraper,+1 416-720-2323,,http://www.canopykidsworld.com,"946 Queen St E, Toronto, ON M4M 1J7, Canada",https://www.google.com/maps/place/Canopy+Kids+Shop/data=!4m7!3m6!1s0x89d4cb7a9696520b:0xa87b58eb36018ac1!8m2!3d43.6610066!4d-79.3412107!16s%2Fg%2F11ppjkqp1r!19sChIJC1KWlnrL1IkRwYoBNutYe6g,,,,,,,,,,,,,0,,,,,,,,,,,124,4.9,5,124,http://www.canopykidsworld.com/,https://www.google.com/maps/place/Canopy+Kids+Shop/data=!4m7!3m6!1s0x89d4cb7a9696520b:0xa87b58eb36018ac1!8m2!3d43.6610066!4d-79.3412107!16s%2Fg%2F11ppjkqp1r!19sChIJC1KWlnrL1IkRwYoBNutYe6g?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,6.24,toronto,Northern Reflections,,,,+1 416-234-5701,,https://www.northernreflections.com,"250 The East Mall, Etobicoke, ON M9B 3Y8, Canada",https://www.google.com/maps/place/Northern+Reflections/data=!4m7!3m6!1s0x882b380480fc4929:0xf01fdf0ef744ab87!8m2!3d43.6316455!4d-79.5558405!16s%2Fg%2F1hc1989rd!19sChIJKUn8gAQ4K4gRh6tE9w7fH_A,,,,,,,,,,,,,0,,,,,,,,,,,26,4.4,2,26,https://www.northernreflections.com/,https://www.google.com/maps/place/Northern+Reflections/data=!4m7!3m6!1s0x882b380480fc4929:0xf01fdf0ef744ab87!8m2!3d43.6316455!4d-79.5558405!16s%2Fg%2F1hc1989rd!19sChIJKUn8gAQ4K4gRh6tE9w7fH_A?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,6.22,toronto,Meg,,,,+1 416-364-3983,,http://www.megbymeghankinney.ca,"849 Queen St W, Toronto, ON M6J 1G4, Canada",https://www.google.com/maps/place/Meg/data=!4m7!3m6!1s0x882b34e3a2f2b93d:0xe4e8e552ec10fc53!8m2!3d43.6458296!4d-79.4103577!16s%2Fg%2F1v3gsjns!19sChIJPbnyouM0K4gRU_wQ7FLl6OQ,,,,,,,,,,,,,0,,,,,,,,,,,47,4.6,5,47,http://www.megbymeghankinney.ca/,https://www.google.com/maps/place/Meg/data=!4m7!3m6!1s0x882b34e3a2f2b93d:0xe4e8e552ec10fc53!8m2!3d43.6458296!4d-79.4103577!16s%2Fg%2F1v3gsjns!19sChIJPbnyouM0K4gRU_wQ7FLl6OQ?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
