tier,quality_score,service_fit_score,reachability_score,reachability_representative,reachability_channels,usable_poc_count,metro,title,best_email,all_emails,email_sources,phone,phone_alt,website,address,google_maps_link,socials_facebook,socials_instagram,socials_linkedin,socials_yelp,socials_tiktok,socials_youtube,owner_name,owner_title,owner_linkedin,additional_team,pocs,primary_contact,primary_contact_channel,top_pain_category,pain_breadth_count,pain_quote_1,pain_quote_2,pain_quote_1_original,pain_quote_2_original,pain_quote_1_rating,pain_quote_2_rating,recommended_service,recommended_service_url,all_pain_categories,all_recommended_services,crawl_status,research_note,review_count,rating,negative_reviews_1_3_star,reviews_analyzed,website_raw,google_maps_link_raw,website_redirect_target_raw,is_chain_or_dso,chain_reason,website_redirect_mismatch,website_redirect_target,emails_invalid_count,crawled_emails_suspect,phone_invalid,phone_invalid_reason
C,26.19,1.19,25.0,,phone,0,tampa,Select Choice AC Repair,,,,+1 813-934-3131,,https://www.selectchoiceheatingairconditioning.com/riverview-fl,"10014 Park Pl Ave, Riverview, FL 33578, United States",https://www.google.com/maps/place/Select+Choice+AC+Repair/data=!4m7!3m6!1s0x88c2d14cd4426767:0x37f304a9cc816aa3!8m2!3d27.8559035!4d-82.3365432!16s%2Fg%2F11vz1kskkk!19sChIJZ2dC1EzRwogRo2qBzKkE8zc,,,,,,,,,,,,,,,0,,,,,,,,,,,,,3,5,0,3,https://www.selectchoiceheatingairconditioning.com/riverview-fl/,https://www.google.com/maps/place/Select+Choice+AC+Repair/data=!4m7!3m6!1s0x88c2d14cd4426767:0x37f304a9cc816aa3!8m2!3d27.8559035!4d-82.3365432!16s%2Fg%2F11vz1kskkk!19sChIJZ2dC1EzRwogRo2qBzKkE8zc?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
C,26.19,1.19,25.0,,phone,0,tampa,CoolGlacier Air Conditioning Repair,,,,+1 813-820-4889,,https://coldglacieracrepair.com,"3661 W Waters Ave Ste 48, Tampa, FL 33614, United States",https://www.google.com/maps/place/CoolGlacier+Air+Conditioning+Repair/data=!4m7!3m6!1s0x88c2c136b95836e7:0x8084906ef4a2a1cd!8m2!3d28.0286841!4d-82.5031076!16s%2Fg%2F11yzqlmqt2!19sChIJ5zZYuTbBwogRzaGi9G6QhIA,,,,,,,,,,,,,,,0,,,,,,,,,,,,,3,5,0,3,https://coldglacieracrepair.com/,https://www.google.com/maps/place/CoolGlacier+Air+Conditioning+Repair/data=!4m7!3m6!1s0x88c2c136b95836e7:0x8084906ef4a2a1cd!8m2!3d28.0286841!4d-82.5031076!16s%2Fg%2F11yzqlmqt2!19sChIJ5zZYuTbBwogRzaGi9G6QhIA?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
C,26.19,1.19,25.0,,phone,0,tampa,Expert A/C & Heating,,,,+1 727-847-6003,,https://linktr.ee/ExpertACandHeating,"7708 Anno St, Tampa, FL 33625, United States",https://www.google.com/maps/place/Expert+A%2FC+%26+Heating/data=!4m7!3m6!1s0x60b5e8217e38afa5:0xea5c5de67f80d610!8m2!3d28.0823992!4d-82.5723015!16s%2Fg%2F11vpy_946z!19sChIJpa84fiHotWARENaAf-ZdXOo,,,,,,,,,,,,,,,0,,,,,,,,,,,,,3,5,0,3,,https://www.google.com/maps/place/Expert+A%2FC+%26+Heating/data=!4m7!3m6!1s0x60b5e8217e38afa5:0xea5c5de67f80d610!8m2!3d28.0823992!4d-82.5723015!16s%2Fg%2F11vpy_946z!19sChIJpa84fiHotWARENaAf-ZdXOo?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
C,26.19,1.19,25.0,,phone,0,tampa,"Berger Mechanical, Inc.",,,,+1 813-909-0002,,http://www.bergermechanical.com,"10061 McIntosh Rd, Dover, FL 33527, United States","https://www.google.com/maps/place/Berger+Mechanical,+Inc./data=!4m7!3m6!1s0xaf06810dcf6c3f8f:0x2711191ab25f00f7!8m2!3d28.0402361!4d-82.2468263!16s%2Fg%2F11sgcs0fhf!19sChIJjz9szw2BBq8R9wBfshoZESc",,,,,,,,,,,,,,,0,,,,,,,,,,,,,3,5,0,3,http://www.bergermechanical.com/,"https://www.google.com/maps/place/Berger+Mechanical,+Inc./data=!4m7!3m6!1s0xaf06810dcf6c3f8f:0x2711191ab25f00f7!8m2!3d28.0402361!4d-82.2468263!16s%2Fg%2F11sgcs0fhf!19sChIJjz9szw2BBq8R9wBfshoZESc?authuser=0&hl=en&rclk=1",,FALSE,,FALSE,,0,FALSE,FALSE,
C,26.19,1.19,25.0,,phone,0,tampa,Zenith AC Repair Tampa,,,,+1 813-725-9367,,https://tampa.zenithacrepairs.pro,"19034 Bruce B Downs Blvd Unit 54, Tampa, FL 33647, United States",https://www.google.com/maps/place/Zenith+AC+Repair+Tampa/data=!4m7!3m6!1s0x88c2b76470ab7a1b:0xd665483cae3acea1!8m2!3d28.1452305!4d-82.35515!16s%2Fg%2F11yzmj_hy_!19sChIJG3qrcGS3wogRoc46rjxIZdY,,,,,,,,,,,,,,,0,,,,,,,,,,,,,3,5,0,3,https://tampa.zenithacrepairs.pro/,https://www.google.com/maps/place/Zenith+AC+Repair+Tampa/data=!4m7!3m6!1s0x88c2b76470ab7a1b:0xd665483cae3acea1!8m2!3d28.1452305!4d-82.35515!16s%2Fg%2F11yzmj_hy_!19sChIJG3qrcGS3wogRoc46rjxIZdY?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
C,26.19,1.19,25.0,,phone,0,tampa,SITA-Tab,,,,+1 813-949-1999,,http://www.sita-tab.com,"140 Whitaker Rd, Lutz, FL 33549, United States",https://www.google.com/maps/place/SITA-Tab/data=!4m7!3m6!1s0x88c2b8c704ddb77f:0x95495bf681af16f3!8m2!3d28.117765!4d-82.4610664!16s%2Fg%2F1tdm4j0d!19sChIJf7fdBMe4wogR8xavgfZbSZU,,,,,,,,,,,,,,,0,,,,,,,,,,,,,3,5,0,1,http://www.sita-tab.com/,https://www.google.com/maps/place/SITA-Tab/data=!4m7!3m6!1s0x88c2b8c704ddb77f:0x95495bf681af16f3!8m2!3d28.117765!4d-82.4610664!16s%2Fg%2F1tdm4j0d!19sChIJf7fdBMe4wogR8xavgfZbSZU?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
C,26.19,1.19,25.0,,phone,0,tampa,Payne HVAC/Duct Clean,,,,+1 813-755-3144,,https://hardyarchibald8.wixsite.com/my-site-1,"10207 Shadow Branch Dr, Tampa, FL 33647, United States",https://www.google.com/maps/place/Payne+HVAC%2FDuct+Clean/data=!4m7!3m6!1s0x886fa820be5d74cd:0xceb4d8ecec5b336e!8m2!3d28.1411128!4d-82.3151741!16s%2Fg%2F1tl8lg7v!19sChIJzXRdviCob4gRbjNb7OzYtM4,,,,,,,,,,,,,,,0,,,,,,,,,,,,,3,5,0,3,,https://www.google.com/maps/place/Payne+HVAC%2FDuct+Clean/data=!4m7!3m6!1s0x886fa820be5d74cd:0xceb4d8ecec5b336e!8m2!3d28.1411128!4d-82.3151741!16s%2Fg%2F1tl8lg7v!19sChIJzXRdviCob4gRbjNb7OzYtM4?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
C,26.19,1.19,25.0,,phone,0,tampa,"Lloyd's Heating & Cooling, Inc.",,,,+1 813-631-1418,,https://www.lloydsheatingncooling.com/contact-estimate,"19510 Holly Ln, Lutz, FL 33558, United States","https://www.google.com/maps/place/Lloyd%27s+Heating+%26+Cooling,+Inc./data=!4m7!3m6!1s0x88c2beb5bfbbffff:0xbfc716bf78769a8e!8m2!3d28.1646652!4d-82.4792312!16s%2Fg%2F11nnwg288y!19sChIJ__-7v7W-wogRjpp2eL8Wx78",,,,,,,,,,,,,,,0,,,,,,,,,,,,,3,5,0,3,,"https://www.google.com/maps/place/Lloyd%27s+Heating+%26+Cooling,+Inc./data=!4m7!3m6!1s0x88c2beb5bfbbffff:0xbfc716bf78769a8e!8m2!3d28.1646652!4d-82.4792312!16s%2Fg%2F11nnwg288y!19sChIJ__-7v7W-wogRjpp2eL8Wx78?authuser=0&hl=en&rclk=1",,FALSE,,FALSE,,0,FALSE,FALSE,
C,26.19,1.19,25.0,,phone,0,tampa,Noble Nest Homes,,,,+1 813-992-9355,,https://www.noblenestfl.com,,https://www.google.com/maps/place/Noble+Nest+Homes/data=!4m7!3m6!1s0x36feebc1c8d4a73:0x8b09b974559fdf60!8m2!3d27.992063!4d-82.4542805!16s%2Fg%2F11nb_xw9yz!19sChIJc0qNHLzubwMRYN-fVXS5CYs,,,,,,,,,,,,,,,0,,,,,,,,,,,,,3,5,0,3,https://www.noblenestfl.com/,https://www.google.com/maps/place/Noble+Nest+Homes/data=!4m7!3m6!1s0x36feebc1c8d4a73:0x8b09b974559fdf60!8m2!3d27.992063!4d-82.4542805!16s%2Fg%2F11nb_xw9yz!19sChIJc0qNHLzubwMRYN-fVXS5CYs?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
C,26.19,1.19,25.0,,phone,0,tampa,Acumen Inspection Services,,,,+1 813-576-9980,,http://www.acumeninspect.com,"19232 Stone Hedge Dr, Tampa, FL 33647, United States",https://www.google.com/maps/place/Acumen+Inspection+Services/data=!4m7!3m6!1s0x88c2b7dcfe191b25:0x4f27b5160582bfc1!8m2!3d28.160476!4d-82.317464!16s%2Fg%2F11yc5xng7b!19sChIJJRsZ_ty3wogRwb-CBRa1J08,,,,,,,,,,,,,,,0,,,,,,,,,,,,,3,5,0,3,http://www.acumeninspect.com/,https://www.google.com/maps/place/Acumen+Inspection+Services/data=!4m7!3m6!1s0x88c2b7dcfe191b25:0x4f27b5160582bfc1!8m2!3d28.160476!4d-82.317464!16s%2Fg%2F11yc5xng7b!19sChIJJRsZ_ty3wogRwb-CBRa1J08?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
C,26.19,1.19,25.0,,phone,0,tampa,Filter Fitter LLC,,,,+1 813-260-1010,,https://www.filterfitter.com,"3632 Land O' Lakes Blvd #105-12, Land O' Lakes, FL 34639, United States",https://www.google.com/maps/place/Filter+Fitter+LLC/data=!4m7!3m6!1s0x88c2bb931a7265f9:0x54f4f2027beb0458!8m2!3d28.2105396!4d-82.4610978!16s%2Fg%2F11hbpsfw2p!19sChIJ-WVyGpO7wogRWATrewLy9FQ,,,,,,,,,,,,,,,0,,,,,,,,,,,,,3,5,0,3,https://www.filterfitter.com/,https://www.google.com/maps/place/Filter+Fitter+LLC/data=!4m7!3m6!1s0x88c2bb931a7265f9:0x54f4f2027beb0458!8m2!3d28.2105396!4d-82.4610978!16s%2Fg%2F11hbpsfw2p!19sChIJ-WVyGpO7wogRWATrewLy9FQ?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
C,26.19,1.19,25.0,,phone,0,tampa,Florida HVAC Supply,,,,+1 813-778-7056,,https://www.flhvacsupply.com,"39039 Co Rd 54, Zephyrhills, FL 33542, United States",https://www.google.com/maps/place/Florida+HVAC+Supply/data=!4m7!3m6!1s0x88dd4d544818dd1d:0xb3c2fb390cfc2365!8m2!3d28.2525616!4d-82.1700717!16s%2Fg%2F11yqpxxv4_!19sChIJHd0YSFRN3YgRZSP8DDn7wrM,,,,,,,,,,,,,,,0,,,,,,,,,,,,,3,5,1,4,https://www.flhvacsupply.com/,https://www.google.com/maps/place/Florida+HVAC+Supply/data=!4m7!3m6!1s0x88dd4d544818dd1d:0xb3c2fb390cfc2365!8m2!3d28.2525616!4d-82.1700717!16s%2Fg%2F11yqpxxv4_!19sChIJHd0YSFRN3YgRZSP8DDn7wrM?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
C,26.19,1.19,25.0,,phone,0,tampa,Chillin AC,,,,+1 941-737-2676,,https://llmarkel-jpg.github.io/Chillinac,"5211 1st Ave Dr NW, Bradenton, FL 34209, United States",https://www.google.com/maps/place/Chillin+AC/data=!4m7!3m6!1s0x88c3174b71fbbcbf:0x5b3708384ff8df74!8m2!3d27.4997088!4d-82.6138372!16s%2Fg%2F11zfqb11t9!19sChIJv7z7cUsXw4gRdN_4TzgIN1s,,,,,,,,,,,,,,,0,,,,,,,,,,,,,3,5,0,3,,https://www.google.com/maps/place/Chillin+AC/data=!4m7!3m6!1s0x88c3174b71fbbcbf:0x5b3708384ff8df74!8m2!3d27.4997088!4d-82.6138372!16s%2Fg%2F11zfqb11t9!19sChIJv7z7cUsXw4gRdN_4TzgIN1s?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
C,26.19,1.19,25.0,,phone,0,tampa,BT Air Conditioning,,,,+1 941-545-7904,,,,https://www.google.com/maps/place/BT+Air+Conditioning/data=!4m7!3m6!1s0x88c323ef2c1d340d:0xd9b0f0da2ae7f622!8m2!3d27.73229!4d-82.5156585!16s%2Fg%2F11j6w5b5w1!19sChIJDTQdLO8jw4gRIvbnKtrwsNk,,,,,,,,,,,,,,,0,,,,,,,,,,,,,3,5,0,3,,https://www.google.com/maps/place/BT+Air+Conditioning/data=!4m7!3m6!1s0x88c323ef2c1d340d:0xd9b0f0da2ae7f622!8m2!3d27.73229!4d-82.5156585!16s%2Fg%2F11j6w5b5w1!19sChIJDTQdLO8jw4gRIvbnKtrwsNk?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
C,26.19,1.19,25.0,,phone,0,tampa,BreezeChill AC Repairs,,,,+1 813-723-7286,,https://breezechillacrepairs.com,"949 E Bloomingdale Ave Unit 209, Brandon, FL 33511, United States",https://www.google.com/maps/place/BreezeChill+AC+Repairs/data=!4m7!3m6!1s0x88c2d3414b58653b:0xae998562658e4b6c!8m2!3d27.8909682!4d-82.2703329!16s%2Fg%2F11yxh56t44!19sChIJO2VYS0HTwogRbEuOZWKFma4,,,,,,,,,,,,,,,0,,,,,,,,,,,,,3,5,0,3,https://breezechillacrepairs.com/,https://www.google.com/maps/place/BreezeChill+AC+Repairs/data=!4m7!3m6!1s0x88c2d3414b58653b:0xae998562658e4b6c!8m2!3d27.8909682!4d-82.2703329!16s%2Fg%2F11yxh56t44!19sChIJO2VYS0HTwogRbEuOZWKFma4?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
C,26.19,1.19,25.0,,phone,0,tampa,Coastal Breeze Ac LLC,,,,+1 727-386-1902,,https://coastalbreezeacllc.com,,https://www.google.com/maps/place/Coastal+Breeze+Ac+LLC/data=!4m7!3m6!1s0x6bde043c39092e49:0x263a69fc9695e3c8!8m2!3d27.8520646!4d-82.537276!16s%2Fg%2F11yszd_06n!19sChIJSS4JOTwE3msRyOOVlvxpOiY,,,,,,,,,,,,,,,0,,,,,,,,,,,,,3,5,0,3,https://coastalbreezeacllc.com/,https://www.google.com/maps/place/Coastal+Breeze+Ac+LLC/data=!4m7!3m6!1s0x6bde043c39092e49:0x263a69fc9695e3c8!8m2!3d27.8520646!4d-82.537276!16s%2Fg%2F11yszd_06n!19sChIJSS4JOTwE3msRyOOVlvxpOiY?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
C,26.19,1.19,25.0,,phone,0,tampa,Tri-State Heating & Ac Inc,,,,+1 813-425-2900,,,,https://www.google.com/maps/place/Tri-State+Heating+%26+Ac+Inc/data=!4m7!3m6!1s0x88c2cd3703497c5d:0x3cc306aff9e0a1dd!8m2!3d27.9081355!4d-82.5401425!16s%2Fg%2F11fpqs3cwl!19sChIJXXxJAzfNwogR3aHg-a8Gwzw,,,,,,,,,,,,,,,0,,,,,,,,,,,,,3,5,1,4,,https://www.google.com/maps/place/Tri-State+Heating+%26+Ac+Inc/data=!4m7!3m6!1s0x88c2cd3703497c5d:0x3cc306aff9e0a1dd!8m2!3d27.9081355!4d-82.5401425!16s%2Fg%2F11fpqs3cwl!19sChIJXXxJAzfNwogR3aHg-a8Gwzw?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
C,26.19,1.19,25.0,,phone,0,tampa,"MJB Services, LLC",,,,+1 813-376-1322,,https://mjbservices.net,,"https://www.google.com/maps/place/MJB+Services,+LLC/data=!4m7!3m6!1s0xa6b1cfb9a3a21fad:0x162d268c61885326!8m2!3d28.089322!4d-82.342151!16s%2Fg%2F11yzl0nsb7!19sChIJrR-io7nPsaYRJlOIYYwmLRY",,,,,,,,,,,,,,,0,,,,,,,,,,,,,3,5,0,3,https://mjbservices.net/,"https://www.google.com/maps/place/MJB+Services,+LLC/data=!4m7!3m6!1s0xa6b1cfb9a3a21fad:0x162d268c61885326!8m2!3d28.089322!4d-82.342151!16s%2Fg%2F11yzl0nsb7!19sChIJrR-io7nPsaYRJlOIYYwmLRY?authuser=0&hl=en&rclk=1",,FALSE,,FALSE,,0,FALSE,FALSE,
C,26.19,1.19,25.0,,phone,0,tampa,Amazing Duct Cleaners,,,,+1 813-252-1840,,,"6212 S Church Ave, Tampa, FL 33616, United States",https://www.google.com/maps/place/Amazing+Duct+Cleaners/data=!4m7!3m6!1s0x54a0276033187f05:0xf04303fd426ffc90!8m2!3d27.8780924!4d-82.508161!16s%2Fg%2F11nnwg28kn!19sChIJBX8YM2AnoFQRkPxvQv0DQ_A,,,,,,,,,,,,,,,0,,,,,,,,,,,,,3,5,0,2,,https://www.google.com/maps/place/Amazing+Duct+Cleaners/data=!4m7!3m6!1s0x54a0276033187f05:0xf04303fd426ffc90!8m2!3d27.8780924!4d-82.508161!16s%2Fg%2F11nnwg28kn!19sChIJBX8YM2AnoFQRkPxvQv0DQ_A?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
C,26.19,1.19,25.0,,phone,0,tampa,Everyday HVAC/Duct Cleaners,,,,+1 813-252-1674,,,"3613 S Hesperides St, Tampa, FL 33629, United States",https://www.google.com/maps/place/Everyday+HVAC%2FDuct+Cleaners/data=!4m7!3m6!1s0x889079b175270405:0xddb6905d7bc80991!8m2!3d27.9102529!4d-82.5212704!16s%2Fg%2F1tflbfcn!19sChIJBQQndbF5kIgRkQnIe12Qtt0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,3,5,0,3,,https://www.google.com/maps/place/Everyday+HVAC%2FDuct+Cleaners/data=!4m7!3m6!1s0x889079b175270405:0xddb6905d7bc80991!8m2!3d27.9102529!4d-82.5212704!16s%2Fg%2F1tflbfcn!19sChIJBQQndbF5kIgRkQnIe12Qtt0?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
C,26.19,1.19,25.0,,phone,0,tampa,Next Level Cooling and Heating,,,,+1 727-678-3959,,http://nextlevel-ac.com,,https://www.google.com/maps/place/Next+Level+Cooling+and+Heating/data=!4m7!3m6!1s0x4ec070208f122ffd:0x96bd25fbbd59522d!8m2!3d27.8814156!4d-82.7548506!16s%2Fg%2F11yxkln_yx!19sChIJ_S8SjyBwwE4RLVJZvfslvZY,,,,,,,,,,,,,,,0,,,,,,,,,,,,,3,5,0,3,http://nextlevel-ac.com/,https://www.google.com/maps/place/Next+Level+Cooling+and+Heating/data=!4m7!3m6!1s0x4ec070208f122ffd:0x96bd25fbbd59522d!8m2!3d27.8814156!4d-82.7548506!16s%2Fg%2F11yxkln_yx!19sChIJ_S8SjyBwwE4RLVJZvfslvZY?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
C,26.19,1.19,25.0,,phone,0,tampa,Pro Magnum Heating and Air,,,,+1 727-478-5334,,,,https://www.google.com/maps/place/Pro+Magnum+Heating+and+Air/data=!4m7!3m6!1s0x6a09c7710512d6ed:0xc77546b95b7644ca!8m2!3d27.7827904!4d-82.6967706!16s%2Fg%2F11svmhd9wt!19sChIJ7dYSBXHHCWoRykR2W7lGdcc,,,,,,,,,,,,,,,0,,,,,,,,,,,,,3,5,0,3,,https://www.google.com/maps/place/Pro+Magnum+Heating+and+Air/data=!4m7!3m6!1s0x6a09c7710512d6ed:0xc77546b95b7644ca!8m2!3d27.7827904!4d-82.6967706!16s%2Fg%2F11svmhd9wt!19sChIJ7dYSBXHHCWoRykR2W7lGdcc?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
C,26.19,1.19,25.0,,phone,0,tampa,All Air Duct Cleaning,,,,+1 727-390-6856,,,"200 72nd Ave N Apt 235, St. Petersburg, FL 33702, United States",https://www.google.com/maps/place/All+Air+Duct+Cleaning/data=!4m7!3m6!1s0x88c2e79d46108cf3:0x7b0200f9c37a152b!8m2!3d27.8367151!4d-82.6356842!16s%2Fg%2F11lnn2z256!19sChIJ84wQRp3nwogRKxV6w_kAAns,,,,,,,,,,,,,,,0,,,,,,,,,,,,,3,5,0,1,,https://www.google.com/maps/place/All+Air+Duct+Cleaning/data=!4m7!3m6!1s0x88c2e79d46108cf3:0x7b0200f9c37a152b!8m2!3d27.8367151!4d-82.6356842!16s%2Fg%2F11lnn2z256!19sChIJ84wQRp3nwogRKxV6w_kAAns?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
C,26.19,1.19,25.0,,phone,0,tampa,Fire N Ice Heating & Air Conditioning,,,,+1 813-405-4367,,https://firenicefl.com,,https://www.google.com/maps/place/Fire+N+Ice+Heating+%26+Air+Conditioning/data=!4m7!3m6!1s0x88c2d11f0951d2cb:0x2833006451c70e96!8m2!3d27.88597!4d-82.538186!16s%2Fg%2F11l_gxhft4!19sChIJy9JRCR_RwogRlg7HUWQAMyg,,,,,,,,,,,,,,,0,,,,,,,,,,,,,3,5,0,1,https://firenicefl.com/,https://www.google.com/maps/place/Fire+N+Ice+Heating+%26+Air+Conditioning/data=!4m7!3m6!1s0x88c2d11f0951d2cb:0x2833006451c70e96!8m2!3d27.88597!4d-82.538186!16s%2Fg%2F11l_gxhft4!19sChIJy9JRCR_RwogRlg7HUWQAMyg?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
C,26.19,1.19,25.0,,phone,0,tampa,Bryant's HVAC Repair Ohatchee,,,,+1 813-945-3337,,,"509 N Glen Ave, Tampa, FL 33609, United States",https://www.google.com/maps/place/Bryant%27s+HVAC+Repair+Ohatchee/data=!4m7!3m6!1s0x888bd29cbc0bbe47:0xa958cb8973b8bec5!8m2!3d27.9492687!4d-82.499238!16s%2Fg%2F1tgpnt3g!19sChIJR74LvJzSi4gRxb64c4nLWKk,,,,,,,,,,,,,,,0,,,,,,,,,,,,,3,5,0,1,,https://www.google.com/maps/place/Bryant%27s+HVAC+Repair+Ohatchee/data=!4m7!3m6!1s0x888bd29cbc0bbe47:0xa958cb8973b8bec5!8m2!3d27.9492687!4d-82.499238!16s%2Fg%2F1tgpnt3g!19sChIJR74LvJzSi4gRxb64c4nLWKk?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
C,26.19,1.19,25.0,,phone,0,tampa,Bryan HVAC/Duct Clean,,,,+1 813-278-6751,,,"3609 W Dale Ave, Tampa, FL 33609, United States",https://www.google.com/maps/place/Bryan+HVAC%2FDuct+Clean/data=!4m7!3m6!1s0x88e74d5d849ffc9b:0x38bdb4bdc73defaf!8m2!3d27.9395483!4d-82.5024529!16s%2Fg%2F1tjdxqt8!19sChIJm_yfhF1N54gRr-89x720vTg,,,,,,,,,,,,,,,0,,,,,,,,,,,,,3,5,0,2,,https://www.google.com/maps/place/Bryan+HVAC%2FDuct+Clean/data=!4m7!3m6!1s0x88e74d5d849ffc9b:0x38bdb4bdc73defaf!8m2!3d27.9395483!4d-82.5024529!16s%2Fg%2F1tjdxqt8!19sChIJm_yfhF1N54gRr-89x720vTg?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
C,26.19,1.19,25.0,,phone,0,tampa,Brothers Air Duct Cleaning LLC,,,,+1 813-678-5226,,,"5112 W Cleveland St, Tampa, FL 33609, United States",https://www.google.com/maps/place/Brothers+Air+Duct+Cleaning+LLC/data=!4m7!3m6!1s0x88626f8573abf44f:0x589ddc3e2c4c9520!8m2!3d27.942777!4d-82.5295967!16s%2Fg%2F11h55nwyxp!19sChIJT_Src4VvYogRIJVMLD7cnVg,,,,,,,,,,,,,,,0,,,,,,,,,,,,,3,5,0,3,,https://www.google.com/maps/place/Brothers+Air+Duct+Cleaning+LLC/data=!4m7!3m6!1s0x88626f8573abf44f:0x589ddc3e2c4c9520!8m2!3d27.942777!4d-82.5295967!16s%2Fg%2F11h55nwyxp!19sChIJT_Src4VvYogRIJVMLD7cnVg?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
C,26.19,1.19,25.0,,phone,0,tampa,Advantage Duct Cleaning Solutions,,,,+1 813-343-0205,,,"4010 W Zelar St, Tampa, FL 33629, United States",https://www.google.com/maps/place/Advantage+Duct+Cleaning+Solutions/data=!4m7!3m6!1s0x887311df4f57d92d:0xa696140311ba769f!8m2!3d27.9309791!4d-82.5109095!16s%2Fg%2F11byx0qz_7!19sChIJLdlXT98Rc4gRn3a6EQMUlqY,,,,,,,,,,,,,,,0,,,,,,,,,,,,,3,5,0,3,,https://www.google.com/maps/place/Advantage+Duct+Cleaning+Solutions/data=!4m7!3m6!1s0x887311df4f57d92d:0xa696140311ba769f!8m2!3d27.9309791!4d-82.5109095!16s%2Fg%2F11byx0qz_7!19sChIJLdlXT98Rc4gRn3a6EQMUlqY?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
C,26.19,1.19,25.0,,phone,0,tampa,Dream Air Duct Cleaning,,,,+1 813-358-7529,,,"1102 S Dale Mabry Hwy, Tampa, FL 33629, United States",https://www.google.com/maps/place/Dream+Air+Duct+Cleaning/data=!4m7!3m6!1s0x888b64209e8117cf:0x8342726a5603164!8m2!3d27.932512!4d-82.505242!16s%2Fg%2F1262mv0mg!19sChIJzxeBniBki4gRZDFgpSYnNAg,,,,,,,,,,,,,,,0,,,,,,,,,,,,,3,5,0,2,,https://www.google.com/maps/place/Dream+Air+Duct+Cleaning/data=!4m7!3m6!1s0x888b64209e8117cf:0x8342726a5603164!8m2!3d27.932512!4d-82.505242!16s%2Fg%2F1262mv0mg!19sChIJzxeBniBki4gRZDFgpSYnNAg?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
C,26.19,1.19,25.0,,phone,0,tampa,HouseTechPlus,,,,+1 813-621-1985,,https://housetechplus.com/contact-us-2,"1302 N 15th St, Tampa, FL 33605, United States",https://www.google.com/maps/place/HouseTechPlus/data=!4m7!3m6!1s0x88c2c459fb095555:0xa47bae7d5ff87b18!8m2!3d27.9569103!4d-82.4432413!16s%2Fg%2F11nnwg2qc4!19sChIJVVUJ-1nEwogRGHv4X32ue6Q,,,,,,,,,,,,,,,0,,,,,,,,,,,,,3,5,0,2,https://housetechplus.com/contact-us-2/,https://www.google.com/maps/place/HouseTechPlus/data=!4m7!3m6!1s0x88c2c459fb095555:0xa47bae7d5ff87b18!8m2!3d27.9569103!4d-82.4432413!16s%2Fg%2F11nnwg2qc4!19sChIJVVUJ-1nEwogRGHv4X32ue6Q?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
