tier,quality_score,service_fit_score,reachability_score,reachability_representative,reachability_channels,usable_poc_count,metro,title,best_email,all_emails,email_sources,phone,phone_alt,website,address,google_maps_link,socials_facebook,socials_instagram,socials_linkedin,socials_yelp,socials_tiktok,socials_youtube,owner_name,owner_title,owner_linkedin,additional_team,pocs,primary_contact,primary_contact_channel,top_pain_category,pain_breadth_count,pain_quote_1,pain_quote_2,pain_quote_1_original,pain_quote_2_original,pain_quote_1_rating,pain_quote_2_rating,recommended_service,recommended_service_url,all_pain_categories,all_recommended_services,crawl_status,research_note,review_count,rating,negative_reviews_1_3_star,reviews_analyzed,website_raw,google_maps_link_raw,website_redirect_target_raw,is_chain_or_dso,chain_reason,website_redirect_mismatch,website_redirect_target,emails_invalid_count,crawled_emails_suspect,phone_invalid,phone_invalid_reason,phone_reach_score,email_reach_score,email_quality_tier,email_quality_reason,best_reachable_email,ab_arm
C,30.15,5.15,25.0,,phone,0,phoenix,YR Comfort Heating & Cooling,hello@rfuenzalida.com,hello@rfuenzalida.com;impallari@gmail.com;info@yrcomfort.com;matt@pixelspread.com,agent_browser_crawl;agent_browser_crawl;agent_browser_crawl;agent_browser_crawl,+1 480-800-7807,,http://www.yrcomfort.com,,https://www.google.com/maps/place/YR+Comfort+Heating+%26+Cooling/data=!4m7!3m6!1s0x872bad080877a6eb:0xd0dfad3cddb077db!8m2!3d33.485838!4d-112.037355!16s%2Fg%2F11p47cps9y!19sChIJ66Z3CAitK4cR23ew3Tyt39A,,,,,,,,,,,,,,,0,,,,,,,,,,,ok,,115,5,3,11,http://www.yrcomfort.com/,https://www.google.com/maps/place/YR+Comfort+Heating+%26+Cooling/data=!4m7!3m6!1s0x872bad080877a6eb:0xd0dfad3cddb077db!8m2!3d33.485838!4d-112.037355!16s%2Fg%2F11p47cps9y!19sChIJ66Z3CAitK4cR23ew3Tyt39A?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,
C,30.15,5.15,25.0,,phone,0,phoenix,"Emery Cooling, Heating & Solar LLC",,,,+1 602-501-4053,,https://www.emerycooling.com,,"https://www.google.com/maps/place/Emery+Cooling,+Heating+%26+Solar+LLC/data=!4m7!3m6!1s0xaf854dd48ffc8773:0x9dd30132022231b!8m2!3d33.597887!4d-112.094617!16s%2Fg%2F11sfsf6rlk!19sChIJc4f8j9RNha8RGyMiIBMw3Qk",,,,,,,,,,,,,,,0,,,,,,,,,,,no_email_found,,115,4.9,2,10,https://www.emerycooling.com/,"https://www.google.com/maps/place/Emery+Cooling,+Heating+%26+Solar+LLC/data=!4m7!3m6!1s0xaf854dd48ffc8773:0x9dd30132022231b!8m2!3d33.597887!4d-112.094617!16s%2Fg%2F11sfsf6rlk!19sChIJc4f8j9RNha8RGyMiIBMw3Qk?authuser=0&hl=en&rclk=1",,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,
C,30.14,5.14,25.0,,phone,0,phoenix,Stanley & Sons Heating & Cooling Company,,,,+1 623-400-8909,,https://stanleyhvac.homes,"17121 W Glendale Ave, Waddell, AZ 85355, United States",https://www.google.com/maps/place/Stanley+%26+Sons+Heating+%26+Cooling+Company/data=!4m7!3m6!1s0x872b4796d49b5231:0x5f73aa2778f267c5!8m2!3d33.5368362!4d-112.427796!16s%2Fg%2F11wmmsnkqs!19sChIJMVKb1JZHK4cRxWfyeCeqc18,,,,,,,,,,,,,,,0,,,,,,,,,,,cloudflare_blocked,,114,4.9,2,10,https://stanleyhvac.homes/,https://www.google.com/maps/place/Stanley+%26+Sons+Heating+%26+Cooling+Company/data=!4m7!3m6!1s0x872b4796d49b5231:0x5f73aa2778f267c5!8m2!3d33.5368362!4d-112.427796!16s%2Fg%2F11wmmsnkqs!19sChIJMVKb1JZHK4cRxWfyeCeqc18?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,
C,30.14,5.14,25.0,,phone,0,phoenix,Lipovic Heating & Cooling,ivan@lipovic.com,ivan@lipovic.com,agent_browser_crawl,+1 480-964-4930,,https://lipovic.com,"723 N Hosick Cir, Mesa, AZ 85201, United States",https://www.google.com/maps/place/Lipovic+Heating+%26+Cooling/data=!4m7!3m6!1s0x872ba791e18d0e59:0xcea19d02e38549b2!8m2!3d33.4286815!4d-111.8448743!16s%2Fg%2F1tmy5j8y!19sChIJWQ6N4ZGnK4cRskmF4wKdoc4,https://www.facebook.com/LipovicHeatingAndCooling/;https://www.facebook.com/LipovicHeatingAndCooling/reviews,,,,,,,,,,,,,,0,,,,,,,,,,,ok,,114,5,2,10,https://lipovic.com/,https://www.google.com/maps/place/Lipovic+Heating+%26+Cooling/data=!4m7!3m6!1s0x872ba791e18d0e59:0xcea19d02e38549b2!8m2!3d33.4286815!4d-111.8448743!16s%2Fg%2F1tmy5j8y!19sChIJWQ6N4ZGnK4cRskmF4wKdoc4?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,
C,30.12,5.12,25.0,,phone,0,phoenix,Service Masters Refrigeration & HVAC,,,,+1 480-841-0883,,https://servicemastersrefrigerationhvac.com,,https://www.google.com/maps/place/Service+Masters+Refrigeration+%26+HVAC/data=!4m7!3m6!1s0x4583a241600eb733:0x6f79b710dd7997c5!8m2!3d33.382595!4d-112.3168189!16s%2Fg%2F11kb17fdfd!19sChIJM7cOYEGig0URxZd53RC3eW8,,,,,,,,,,,,,,,0,,,,,,,,,,,no_email_found,,112,4.9,52,60,https://servicemastersrefrigerationhvac.com/,https://www.google.com/maps/place/Service+Masters+Refrigeration+%26+HVAC/data=!4m7!3m6!1s0x4583a241600eb733:0x6f79b710dd7997c5!8m2!3d33.382595!4d-112.3168189!16s%2Fg%2F11kb17fdfd!19sChIJM7cOYEGig0URxZd53RC3eW8?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,
C,30.12,5.12,25.0,,phone,0,phoenix,Sundance Air Heating & Cooling,robert@sundanceaz.com,robert@sundanceaz.com,agent_browser_crawl,+1 602-320-7947,,https://sundancehvac.com,,https://www.google.com/maps/place/Sundance+Air+Heating+%26+Cooling/data=!4m7!3m6!1s0x6965ac5593aa675b:0x445af8e4b134dc19!8m2!3d33.6236985!4d-112.1087185!16s%2Fg%2F11m5j_h6sq!19sChIJW2eqk1WsZWkRGdw0seT4WkQ,,,,,,,,,,,,,,,0,,,,,,,,,,,ok,,111,5,2,10,https://sundancehvac.com/,https://www.google.com/maps/place/Sundance+Air+Heating+%26+Cooling/data=!4m7!3m6!1s0x6965ac5593aa675b:0x445af8e4b134dc19!8m2!3d33.6236985!4d-112.1087185!16s%2Fg%2F11m5j_h6sq!19sChIJW2eqk1WsZWkRGdw0seT4WkQ?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,
C,30.12,5.12,25.0,,phone,0,phoenix,Elite AC & Heating,service@eliteacandheatingaz.com,service@eliteacandheatingaz.com,agent_browser_crawl,+1 480-933-1303,,https://www.eliteacandheatingaz.com,"2417 W Adobe Dr Ste B, Phoenix, AZ 85027, United States",https://www.google.com/maps/place/Elite+AC+%26+Heating/data=!4m7!3m6!1s0x843c2ae58253fd61:0x563263aead7da951!8m2!3d33.6872749!4d-112.1105881!16s%2Fg%2F11x7qk20xn!19sChIJYf1TguUqPIQRUal9ra5jMlY,https://www.facebook.com/profile.php?id=61573771541440,,,,,,,,,,,,,,0,,,,,,,,,,,ok,,111,5,52,60,https://www.eliteacandheatingaz.com/,https://www.google.com/maps/place/Elite+AC+%26+Heating/data=!4m7!3m6!1s0x843c2ae58253fd61:0x563263aead7da951!8m2!3d33.6872749!4d-112.1105881!16s%2Fg%2F11x7qk20xn!19sChIJYf1TguUqPIQRUal9ra5jMlY?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,
C,30.11,5.11,25.0,,phone,0,phoenix,Arizona Auto Repair,,,,+1 602-272-7115,,http://www.arizonaautomotiverepair.com,"2801 N 35th Ave, Phoenix, AZ 85009, United States",https://www.google.com/maps/place/Arizona+Auto+Repair/data=!4m7!3m6!1s0x872b13797538fd13:0xfe8b9e35ad99c6f4!8m2!3d33.4792043!4d-112.1339819!16s%2Fg%2F1tfyf0r6!19sChIJE_04dXkTK4cR9MaZrTWei_4,https://www.facebook.com/arizonaautorepair/,,,,,,,,,,,,,,0,,,,,,,,,,,no_email_found,,44,4.6,36,43,http://www.arizonaautomotiverepair.com/,https://www.google.com/maps/place/Arizona+Auto+Repair/data=!4m7!3m6!1s0x872b13797538fd13:0xfe8b9e35ad99c6f4!8m2!3d33.4792043!4d-112.1339819!16s%2Fg%2F1tfyf0r6!19sChIJE_04dXkTK4cR9MaZrTWei_4?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,
C,30.1,5.1,25.0,,phone,0,phoenix,"Elite Pro Services, LLC",team@theelitepros.com,team@theelitepros.com,agent_browser_crawl,+1 480-788-7473,,http://www.theelitepros.com,"170 S William Dillard Dr #106, Gilbert, AZ 85233, United States","https://www.google.com/maps/place/Elite+Pro+Services,+LLC/data=!4m7!3m6!1s0x872ba92f80f00d9f:0x579ab283ff8ecfdf!8m2!3d33.3474099!4d-111.8309649!16s%2Fg%2F11gy2ycfjv!19sChIJnw3wgC-pK4cR38-O_4Oymlc",https://www.facebook.com/EliteProServicesLLC/,https://www.instagram.com/theelitepros/,,,https://www.tiktok.com/@elite.pro.service,https://www.youtube.com/@EliteProServicesAz,,,,,,,,,0,,,,,,,,,,,ok,,110,4.9,63,70,http://www.theelitepros.com/,"https://www.google.com/maps/place/Elite+Pro+Services,+LLC/data=!4m7!3m6!1s0x872ba92f80f00d9f:0x579ab283ff8ecfdf!8m2!3d33.3474099!4d-111.8309649!16s%2Fg%2F11gy2ycfjv!19sChIJnw3wgC-pK4cR38-O_4Oymlc?authuser=0&hl=en&rclk=1",,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,
C,30.1,5.1,25.0,,phone,0,phoenix,Wild West Cooling,wildwestcooling@gmail.com,wildwestcooling@gmail.com,agent_browser_crawl,+1 602-489-1122,,http://wildwestcooling.com,,https://www.google.com/maps/place/Wild+West+Cooling/data=!4m7!3m6!1s0x270361521c0cbc6b:0xc467d9b54d130e7a!8m2!3d33.4363185!4d-111.8950935!16s%2Fg%2F11vws5qynj!19sChIJa7wMHFJhAycReg4TTbXZZ8Q,http://www.facebook.com/wildwestcooling,https://instagram.com/wildwestcooling,,,,,,,,,,,,,0,,,,,,,,,,,ok,,110,5,22,30,http://wildwestcooling.com/,https://www.google.com/maps/place/Wild+West+Cooling/data=!4m7!3m6!1s0x270361521c0cbc6b:0xc467d9b54d130e7a!8m2!3d33.4363185!4d-111.8950935!16s%2Fg%2F11vws5qynj!19sChIJa7wMHFJhAycReg4TTbXZZ8Q?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,
C,30.1,5.1,25.0,,phone,0,phoenix,Top Gear Cooling & Heating,topgearcooling@gmail.com,topgearcooling@gmail.com,agent_browser_crawl,+1 602-341-9232,,https://topgearac.com,,https://www.google.com/maps/place/Top+Gear+Cooling+%26+Heating/data=!4m7!3m6!1s0xb40a1072dd991f1:0xbcbc12f8d2900d66!8m2!3d33.746659!4d-112.4252041!16s%2Fg%2F11sr_5pz5s!19sChIJ8ZHZLQehQAsRZg2Q0vgSvLw,,,,,,,,,,,,,,,0,,,,,,,,,,,ok,,110,5,62,70,https://topgearac.com/,https://www.google.com/maps/place/Top+Gear+Cooling+%26+Heating/data=!4m7!3m6!1s0xb40a1072dd991f1:0xbcbc12f8d2900d66!8m2!3d33.746659!4d-112.4252041!16s%2Fg%2F11sr_5pz5s!19sChIJ8ZHZLQehQAsRZg2Q0vgSvLw?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,
C,30.09,5.09,25.0,,phone,0,phoenix,AZ CO PREM HVAC,,,,+1 480-501-9053,,https://www.premierhvacaz.com,"4533 W Keim Dr, Glendale, AZ 85301, United States",https://www.google.com/maps/place/AZ+CO+PREM+HVAC/data=!4m7!3m6!1s0x1f6c7c13e52014d:0x388e8ebbda42eee8!8m2!3d33.5267587!4d-112.1572496!16s%2Fg%2F11jsbs9wh9!19sChIJTQFSPsHH9gER6O5C2ruOjjg,https://www.facebook.com/premierhvacaz;https://www.facebook.com/premierhvacaz/,https://www.instagram.com/premierhvac_az,,,,,,,,,,,,,0,,,,,,,,,,,no_email_found,,80,4.8,2,10,https://www.premierhvacaz.com/,https://www.google.com/maps/place/AZ+CO+PREM+HVAC/data=!4m7!3m6!1s0x1f6c7c13e52014d:0x388e8ebbda42eee8!8m2!3d33.5267587!4d-112.1572496!16s%2Fg%2F11jsbs9wh9!19sChIJTQFSPsHH9gER6O5C2ruOjjg?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,
C,30.09,5.09,25.0,,phone,0,phoenix,1-800-PLUMBER +AIR,,,,+1 480-581-9796,,https://1800plumber.com/locations/scottsdale-az,"7701 E Gray Rd #107, Scottsdale, AZ 85260, United States",https://www.google.com/maps/place/1-800-PLUMBER+%2BAIR/data=!4m7!3m6!1s0x872b7598c7b69495:0x2b19785304ffc048!8m2!3d33.6118804!4d-111.9144483!16s%2Fg%2F11qrkk1z_p!19sChIJlZS2x5h1K4cRSMD_BFN4GSs,https://www.facebook.com/1800PlumberAirUSA,https://www.instagram.com/1800plumberair/,,,,,,,,,,,,,0,,,,,,,,,,,ok,,80,4.8,4,10,,https://www.google.com/maps/place/1-800-PLUMBER+%2BAIR/data=!4m7!3m6!1s0x872b7598c7b69495:0x2b19785304ffc048!8m2!3d33.6118804!4d-111.9144483!16s%2Fg%2F11qrkk1z_p!19sChIJlZS2x5h1K4cRSMD_BFN4GSs?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,4,FALSE,FALSE,,,,,,,
C,30.08,5.08,25.0,,phone,0,phoenix,Arizona Cooling Company,,,,+1 602-339-2806,,http://www.azcoolco.com,"8831 E Apache Trail, Mesa, AZ 85207, United States",https://www.google.com/maps/place/Arizona+Cooling+Company/data=!4m7!3m6!1s0x872b0fba585700a7:0x8a009ef7c51a8c29!8m2!3d33.4148889!4d-111.6409188!16s%2Fg%2F11hx06wvz_!19sChIJpwBXWLoPK4cRKYwaxfeeAIo,,,,,,,,,,,,,,,0,,,,,,,,,,,no_email_found,,108,5,2,10,http://www.azcoolco.com/,https://www.google.com/maps/place/Arizona+Cooling+Company/data=!4m7!3m6!1s0x872b0fba585700a7:0x8a009ef7c51a8c29!8m2!3d33.4148889!4d-111.6409188!16s%2Fg%2F11hx06wvz_!19sChIJpwBXWLoPK4cRKYwaxfeeAIo?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,
C,30.08,5.08,25.0,,phone,0,phoenix,Meridian Air Conditioning & Heating LLC,meridianacandheat@gmail.com,meridianacandheat@gmail.com,agent_browser_crawl,+1 480-586-7139,,https://www.meridianacaz.com,,https://www.google.com/maps/place/Meridian+Air+Conditioning+%26+Heating+LLC/data=!4m7!3m6!1s0x872bb155b16dcec9:0x9f1cd7a5b8590d25!8m2!3d33.5641939!4d-111.843209!16s%2Fg%2F11jcgfqd1q!19sChIJyc5tsVWxK4cRJQ1ZuKXXHJ8,https://facebook.com/people/Meridian-Air-Conditioning-Heating/100094205476800/?mibextid=LQQJ4d,https://instagram.com/meridianacandheat,,,,,,,,,,,,,0,,,,,,,,,,,ok,,108,4.9,2,10,https://www.meridianacaz.com/,https://www.google.com/maps/place/Meridian+Air+Conditioning+%26+Heating+LLC/data=!4m7!3m6!1s0x872bb155b16dcec9:0x9f1cd7a5b8590d25!8m2!3d33.5641939!4d-111.843209!16s%2Fg%2F11jcgfqd1q!19sChIJyc5tsVWxK4cRJQ1ZuKXXHJ8?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,
C,30.08,5.08,25.0,,phone,0,phoenix,Desert Sunscreens AZ,,,,+1 623-237-2781,,http://desertsunscreens.com,"19107 W Broadway Rd, Buckeye, AZ 85326, United States",https://www.google.com/maps/place/Desert+Sunscreens+AZ/data=!4m7!3m6!1s0x872b37cf3a194c55:0x27022b551dd58154!8m2!3d33.4063585!4d-112.470333!16s%2Fg%2F11jwymzlwc!19sChIJVUwZOs83K4cRVIHVHVUrAic,,,,,,,,,,,,,,,0,,,,,,,,,,,no_email_found,,108,5,2,10,http://desertsunscreens.com/,https://www.google.com/maps/place/Desert+Sunscreens+AZ/data=!4m7!3m6!1s0x872b37cf3a194c55:0x27022b551dd58154!8m2!3d33.4063585!4d-112.470333!16s%2Fg%2F11jwymzlwc!19sChIJVUwZOs83K4cRVIHVHVUrAic?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,
C,30.07,5.07,25.0,,phone,0,phoenix,TJ Auto Air LLC (Our service is 100% mobile.),,,,+1 602-391-3001,,,,https://www.google.com/maps/place/TJ+Auto+Air+LLC+%28Our+service+is+100%25+mobile.%29/data=!4m7!3m6!1s0x872b41dd9fab1a7d:0x160327b930423187!8m2!3d33.485838!4d-112.307563!16s%2Fg%2F11pxm53yt3!19sChIJfRqrn91BK4cRhzFCMLknAxY,,,,,,,,,,,,,,,0,,,,,,,,,,,,,107,4.9,2,10,,https://www.google.com/maps/place/TJ+Auto+Air+LLC+%28Our+service+is+100%25+mobile.%29/data=!4m7!3m6!1s0x872b41dd9fab1a7d:0x160327b930423187!8m2!3d33.485838!4d-112.307563!16s%2Fg%2F11pxm53yt3!19sChIJfRqrn91BK4cRhzFCMLknAxY?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,
C,30.07,5.07,25.0,,phone,0,phoenix,Burk Brothers HVAC,,,,+1 480-510-5221,,http://burkbrothershvac.com,"5132 S Baffle Ln, Mesa, AZ 85212, United States",https://www.google.com/maps/place/Burk+Brothers+HVAC/data=!4m7!3m6!1s0x872bb3f81da39e97:0x4039767f9d45889b!8m2!3d33.3223312!4d-111.6105912!16s%2Fg%2F11sb0yg4nz!19sChIJl56jHfizK4cRm4hFnX92OUA,,,,,,,,,,,,,,,0,,,,,,,,,,,no_email_found,,106,5,3,11,http://burkbrothershvac.com/,https://www.google.com/maps/place/Burk+Brothers+HVAC/data=!4m7!3m6!1s0x872bb3f81da39e97:0x4039767f9d45889b!8m2!3d33.3223312!4d-111.6105912!16s%2Fg%2F11sb0yg4nz!19sChIJl56jHfizK4cRm4hFnX92OUA?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,
C,30.07,5.07,25.0,,phone,0,phoenix,AZ AIRCOND LLC -Cooling Heating Plumbing,,,,+1 623-882-4549,,,"20959 W Hubbell St, Buckeye, AZ 85396, United States",https://www.google.com/maps/place/AZ+AIRCOND+LLC+-Cooling+Heating+Plumbing/data=!4m7!3m6!1s0x872b6a60fba9f027:0x58843fb7778f7e9f!8m2!3d33.469462!4d-112.511442!16s%2Fg%2F1hg4w5vgw!19sChIJJ_Cp-2BqK4cRn36Pd7c_hFg,,,,,,,,,,,,,,,0,,,,,,,,,,,,,78,4.8,4,12,,https://www.google.com/maps/place/AZ+AIRCOND+LLC+-Cooling+Heating+Plumbing/data=!4m7!3m6!1s0x872b6a60fba9f027:0x58843fb7778f7e9f!8m2!3d33.469462!4d-112.511442!16s%2Fg%2F1hg4w5vgw!19sChIJJ_Cp-2BqK4cRn36Pd7c_hFg?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,
C,30.07,5.07,25.0,,phone,0,phoenix,Sun Air Services,sunairaz@gmail.com,sunairaz@gmail.com,agent_browser_crawl,+1 480-543-9565,,https://www.sunairac.com,"944 S Phelps Dr, Apache Junction, AZ 85120, United States",https://www.google.com/maps/place/Sun+Air+Services/data=!4m7!3m6!1s0x872bb6dea83d67db:0xecbd932aa896adac!8m2!3d33.4064228!4d-111.5521315!16s%2Fg%2F11g70gbjdj!19sChIJ22c9qN62K4cRrK2WqCqTvew,https://www.facebook.com/sunairaz,https://www.instagram.com/sunairservices,,,,,,,,,,,,,0,,,,,,,,,,,ok,,106,4.9,2,10,https://www.sunairac.com/,https://www.google.com/maps/place/Sun+Air+Services/data=!4m7!3m6!1s0x872bb6dea83d67db:0xecbd932aa896adac!8m2!3d33.4064228!4d-111.5521315!16s%2Fg%2F11g70gbjdj!19sChIJ22c9qN62K4cRrK2WqCqTvew?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,
C,30.07,5.07,25.0,,phone,0,phoenix,Lewis and Sons Air Conditioning Inc,info@lewisandsonsac.com,info@lewisandsonsac.com,agent_browser_crawl,+1 480-832-6442,,http://www.lewisandsonsac.com,"6348 E Inglewood St, Mesa, AZ 85205, United States",https://www.google.com/maps/place/Lewis+and+Sons+Air+Conditioning+Inc/data=!4m7!3m6!1s0x872ba56b0f9804d3:0xd18f23ee1d542548!8m2!3d33.4480819!4d-111.6936099!16s%2Fg%2F1v8y4hb7!19sChIJ0wSYD2ulK4cRSCVUHe4jj9E,,,,,,,,,,,,,,,0,,,,,,,,,,,ok,,78,4.8,2,10,http://www.lewisandsonsac.com/,https://www.google.com/maps/place/Lewis+and+Sons+Air+Conditioning+Inc/data=!4m7!3m6!1s0x872ba56b0f9804d3:0xd18f23ee1d542548!8m2!3d33.4480819!4d-111.6936099!16s%2Fg%2F1v8y4hb7!19sChIJ0wSYD2ulK4cRSCVUHe4jj9E?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,
C,30.07,5.07,25.0,,phone,0,phoenix,Hugo Brothers HVAC LLC,,,,+1 623-400-5866,,https://hugohvac.online,"731 N 7th St, Phoenix, AZ 85022, United States",https://www.google.com/maps/place/Hugo+Brothers+HVAC+LLC/data=!4m7!3m6!1s0x872b6f057c4fbee9:0x3eeb8f2837963c26!8m2!3d33.6389214!4d-112.0642264!16s%2Fg%2F11vxpk998k!19sChIJ6b5PfAVvK4cRJjyWNyiP6z4,,,,,,,,,,,,,,,0,,,,,,,,,,,cloudflare_blocked,,106,4.9,2,10,https://hugohvac.online/,https://www.google.com/maps/place/Hugo+Brothers+HVAC+LLC/data=!4m7!3m6!1s0x872b6f057c4fbee9:0x3eeb8f2837963c26!8m2!3d33.6389214!4d-112.0642264!16s%2Fg%2F11vxpk998k!19sChIJ6b5PfAVvK4cRJjyWNyiP6z4?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,
C,30.05,5.05,25.0,,phone,0,phoenix,Phoenix Heavy Towing and Repair,,,,+1 602-802-5574,,http://phoenixheavytowingandrepair.com,"25500 W Southern Ave, Buckeye, AZ 85326, United States",https://www.google.com/maps/place/Phoenix+Heavy+Towing+and+Repair/data=!4m7!3m6!1s0x872b352cd72e678f:0x8a1c1f4ec2ce47bf!8m2!3d33.3934406!4d-112.5975953!16s%2Fg%2F11xkymxf4x!19sChIJj2cu1yw1K4cRv0fOwk4fHIo,,,,,,,,,,,,,,,0,,,,,,,,,,,no_email_found,,105,4.9,22,30,http://phoenixheavytowingandrepair.com/,https://www.google.com/maps/place/Phoenix+Heavy+Towing+and+Repair/data=!4m7!3m6!1s0x872b352cd72e678f:0x8a1c1f4ec2ce47bf!8m2!3d33.3934406!4d-112.5975953!16s%2Fg%2F11xkymxf4x!19sChIJj2cu1yw1K4cRv0fOwk4fHIo?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,
C,30.05,5.05,25.0,,phone,0,phoenix,"Hackney Heating and Cooling, Inc.",info@hackneyinc.com,info@hackneyinc.com,agent_browser_crawl,+1 480-940-9814,,http://www.hackneyinc.com,"2737 W Baseline Rd Ste 22, Tempe, AZ 85283, United States","https://www.google.com/maps/place/Hackney+Heating+and+Cooling,+Inc./data=!4m7!3m6!1s0x872b040e60e234c7:0x5b07dcdcb9338bc7!8m2!3d33.3769796!4d-111.9776627!16s%2Fg%2F1tlw9jpd!19sChIJxzTiYA4EK4cRx4szudzcB1s",https://www.facebook.com/HackneyAC;https://www.facebook.com/HackneyHeatingCoolingInc%20,https://www.instagram.com/hackneyheatingandcooling/;https://www.instagram.com/hackneyinc/,,,https://www.tiktok.com/@hackneyheatingandcooling;https://www.tiktok.com/@hackneyinc,,,,,,,,,,0,,,,,,,,,,,ok,,105,5,3,11,http://www.hackneyinc.com/,"https://www.google.com/maps/place/Hackney+Heating+and+Cooling,+Inc./data=!4m7!3m6!1s0x872b040e60e234c7:0x5b07dcdcb9338bc7!8m2!3d33.3769796!4d-111.9776627!16s%2Fg%2F1tlw9jpd!19sChIJxzTiYA4EK4cRx4szudzcB1s?authuser=0&hl=en&rclk=1",,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,
C,30.05,5.05,25.0,,phone,0,phoenix,Veteran RV Repair LLC,service@veteranrvrepair.com,service@veteranrvrepair.com,agent_browser_crawl,+1 480-519-5190,,https://www.veteranrvrepairllc.com,"2753 E Broadway Rd Ste 101 PMB#417, Mesa, AZ 85204, United States",https://www.google.com/maps/place/Veteran+RV+Repair+LLC/data=!4m7!3m6!1s0x872ba9ceb60d7d23:0x950c703d8787e5e4!8m2!3d33.4063613!4d-111.7716501!16s%2Fg%2F11m6h6mpps!19sChIJI30Nts6pK4cR5OWHhz1wDJU,,,,,,,,,,,,,,,0,,,,,,,,,,,ok,,105,5,2,10,https://www.veteranrvrepairllc.com/,https://www.google.com/maps/place/Veteran+RV+Repair+LLC/data=!4m7!3m6!1s0x872ba9ceb60d7d23:0x950c703d8787e5e4!8m2!3d33.4063613!4d-111.7716501!16s%2Fg%2F11m6h6mpps!19sChIJI30Nts6pK4cR5OWHhz1wDJU?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,
C,30.05,5.05,25.0,,phone,0,phoenix,Eco-Green of Arizona,,,,+1 623-224-1132,,https://eco-greenofarizona.com,"13855 S 181st Ave, Goodyear, AZ 85338, United States",https://www.google.com/maps/place/Eco-Green+of+Arizona/data=!4m7!3m6!1s0x872b31eb4dddf56d:0xcbbc2627a44bbbe8!8m2!3d33.3207809!4d-112.440149!16s%2Fg%2F11fmjrxl_w!19sChIJbfXdTesxK4cR6LtLpCcmvMs,,,,,,,,,,,,,,,0,,,,,,,,,,,no_email_found,,105,5,2,10,https://eco-greenofarizona.com/,https://www.google.com/maps/place/Eco-Green+of+Arizona/data=!4m7!3m6!1s0x872b31eb4dddf56d:0xcbbc2627a44bbbe8!8m2!3d33.3207809!4d-112.440149!16s%2Fg%2F11fmjrxl_w!19sChIJbfXdTesxK4cR6LtLpCcmvMs?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,
