tier,quality_score,metro,title,best_email,all_emails,email_sources,phone,phone_normalized,website,address,google_maps_link,owner_name,owner_title,owner_linkedin,additional_team,pocs,top_pain_category,pain_breadth_count,pain_quote_1,pain_quote_2,pain_quote_1_rating,pain_quote_2_rating,recommended_service,recommended_service_url,review_count,rating,negative_reviews_1_3_star,reviews_analyzed,is_chain_or_dso,chain_reason,website_redirect_mismatch,website_redirect_target,emails_invalid_count,crawled_emails_suspect,phone_invalid,phone_invalid_reason,socials_facebook,socials_instagram,socials_linkedin,socials_yelp,socials_tiktok,socials_youtube,all_pain_categories,all_recommended_services,crawl_status,research_note
D,14.2,austin,The Austin Dentist - Westlake,,,,+1 512-329-5250,,http://www.theaustindentist.com/,"3345 Bee Caves Rd #102B, West Lake Hills, TX 78746, United States",https://www.google.com/maps/place/The+Austin+Dentist+-+Westlake/data=!4m7!3m6!1s0x865b4abf3b52bddb:0xff431138893c1721!8m2!3d30.2744001!4d-97.8023827!16s%2Fg%2F1tknkw5g!19sChIJ271SO79KW4YRIRc8iTgRQ_8?authuser=0&hl=en&rclk=1,,,,,,after_hours_emergency,1,"Came for a cleaning. Got interrogated, ambushed, and grifted.

I scheduled a basic teeth cleaning. First, they said I had to do X-rays — fine.It started with “mandatory” X-rays — okay, whatever. But the tech doing them treated it like a weird first date. She aggressively asked about my hobbies, vaca",,1,,After-Hours Voice Coverage,silverthreadlabs.com/services/voice-agents/after-hours-coverage,251,4.9,4,251,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,,after_hours_emergency,After-Hours Voice Coverage,no_email_found,
D,13.79,austin,"Austin Dental Center, PC",info@smileaustin.com,info@smileaustin.com,agent_browser_crawl,+1 512-233-6645,,https://www.smileaustin.com/,"2304 Hancock Dr #1, Austin, TX 78756, United States","https://www.google.com/maps/place/Austin+Dental+Center,+PC/data=!4m7!3m6!1s0x8644caf5781a8bef:0x951c772526d1a7e8!8m2!3d30.3243224!4d-97.7424001!16s%2Fg%2F113h0721q!19sChIJ74saePXKRIYR6KfRJiV3HJU?authuser=0&hl=en&rclk=1",,,,,Hancock Dr,after_hours_emergency,1,DOn't do emergency dentistry,,1,,After-Hours Voice Coverage,silverthreadlabs.com/services/voice-agents/after-hours-coverage,135,4.8,6,135,FALSE,,FALSE,,0,FALSE,FALSE,,https://www.facebook.com/austindentalcenterpc/?fref=nf,,,http://www.yelp.com/biz/austin-dental-center-pc-austin,,https://www.youtube.com/channel/UCgme-KdWk9bTMs9Rmn0uOPQ,after_hours_emergency,After-Hours Voice Coverage,ok,
D,13.53,austin,The Local Dentist,info@thelocaldentistatx.com,info@thelocaldentistatx.com,google_maps,+1 512-883-1300,,http://www.thelocaldentistatx.com/,"2023 E Cesar Chavez St, Austin, TX 78702, United States",https://www.google.com/maps/place/The+Local+Dentist/data=!4m7!3m6!1s0x8644b53e4aac74b3:0x934f0a969258f887!8m2!3d30.2561662!4d-97.7225366!16s%2Fg%2F11fwccfb4v!19sChIJs3SsSj61RIYRh_hYkpYKT5M?authuser=0&hl=en&rclk=1,,,,,,after_hours_emergency,1,$75 dollar cancellation fee seems a bit excessive. Also cancelled over the weekend and it didn’t help because it was “2 business days”,,1,,After-Hours Voice Coverage,silverthreadlabs.com/services/voice-agents/after-hours-coverage,150,4.9,2,150,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,,after_hours_emergency,After-Hours Voice Coverage,,
D,13.26,austin,University Dental,,,,+1 512-904-0672,,http://www.keeproundrocksmiling.com/,"200 University Blvd #340, Round Rock, TX 78665, United States",https://www.google.com/maps/place/University+Dental/data=!4m7!3m6!1s0x8644d15c79478ae3:0x4334f013273d9a84!8m2!3d30.560491!4d-97.690316!16s%2Fg%2F1tcvv7k8!19sChIJ44pHeVzRRIYRhJo9JxPwNEM?authuser=0&hl=en&rclk=1,,,,,,missed_calls_unreachable,1,I chose to leave some of the personal information unanswered. The woman at the desk then told me that they could not treat me. I gave all the information that they needed to treat me. But I don't feel as though I need to give consent for them to contact my family members for any reason.,,1,,Voice AI for Dental (AI Receptionist),silverthreadlabs.com/services/voice-agents/dental,122,5.0,1,122,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,,missed_calls_unreachable,Voice AI for Dental (AI Receptionist),,
D,13.17,austin,Tech Ridge Dental,,,,+1 512-821-2394,,http://www.techridgedental.com/,"12400 N Interstate Hwy 35 Ste A131, Austin, TX 78753, United States",https://www.google.com/maps/place/Tech+Ridge+Dental/data=!4m7!3m6!1s0x8644cec83277a683:0x1cb46784938f1d66!8m2!3d30.4043561!4d-97.6759803!16s%2Fg%2F1xfsp3vb!19sChIJg6Z3MsjORIYRZh2Pk4RntBw?authuser=0&hl=en&rclk=1,,,,,,staff_rude_front_desk,1,This office caused me a great deal of anxiety and I would absolutely not recommend this practice to anyone. Their customer service and processes are inadequate. The front desk is okay and helpful but the management and dentists are unprofessional.  Do not uses this practice if you expect them to do,"0 customer service , the doctor is very rude and rushing procedures.",1,1,AI Receptionist (consistent tone),silverthreadlabs.com/services/voice-agents/ai-receptionist,1142,5.0,7,998,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,,staff_rude_front_desk,AI Receptionist (consistent tone),,
D,13.06,tampa,Watts Dental,,,,+1 727-440-3330,,https://wattsdentalfl.com/,"99 Dr M.L.K. Jr St N, St. Petersburg, FL 33701, United States",https://www.google.com/maps/place/Watts+Dental/data=!4m7!3m6!1s0x88c2e1b71082f8a9:0x8f1d2eb3aa95b124!8m2!3d27.7717603!4d-82.64645!16s%2Fg%2F11q98hkmbt!19sChIJqfiCELfhwogRJLGVqrMuHY8?authuser=0&hl=en&rclk=1,,,,,,staff_rude_front_desk,1,Heather the hygienist had the most hateful unprofessional disrespectful demeanor.  I had to leave the office. You should never treat your patients with such disregard.  She also gave me the wrong quote during my last visit because she rushed and did not really listen. Heather was incredibly nasty to,"Watts Dental and team was extremely unprofessional on multiple occasions. Along with extremely poor and inadequate service.

I'm a busy business owner who works a lot of hours to keep people employeed and food on the table. Every day i have to take off for services is a lot for my business.  I drive",1,1,AI Receptionist (consistent tone),silverthreadlabs.com/services/voice-agents/ai-receptionist,486,4.9,11,486,FALSE,,FALSE,,0,FALSE,FALSE,,https://www.facebook.com/WattsDental/;https://www.facebook.com/pg/WattsDental/reviews/?ref=page_internal,https://www.instagram.com/p/DXKNrldkbs9/;https://www.instagram.com/p/DXXQ_LmEZm6/;https://www.instagram.com/p/DXb4GrVDvb4/;https://www.instagram.com/reel/DXFM-ZpkZ1f/;https://www.instagram.com/reel/DXMRCjxDp4F/;https://www.instagram.com/reel/DXRnxR6EdSI/;https://www.instagram.com/reel/DXZGuhpDqs4/;https://www.instagram.com/reel/DXbujMeDmW_/;https://www.instagram.com/watts.dental/,,,https://www.tiktok.com/@wattsdental?_r=1&_t=ZT-941ZU8ITkGz,https://www.youtube.com/channel/UCVX6zHwUHblmBR9GZ8lzS2w,staff_rude_front_desk,AI Receptionist (consistent tone),no_email_found,
D,12.85,tampa,Dental Theory Brandon,,,,+1 813-822-3058,,http://dentaltheorybrandon.com/,"1168 Bell Shoals Rd, Brandon, FL 33511, United States",https://www.google.com/maps/place/Dental+Theory+Brandon/data=!4m7!3m6!1s0x88c2cdadc08b64d3:0xf09f11857b25448e!8m2!3d27.9220218!4d-82.2700302!16s%2Fg%2F11tng9fht8!19sChIJ02SLwK3NwogRjkQle4URn_A?authuser=0&hl=en&rclk=1,,,,,,staff_rude_front_desk,1,Customer Service is important. Receptionist was rude and irritated at my questions.,"I never even saw a dentist here. I scheduled an appointment to see a periodontist back in the beginning of Jan 2026, I got to my appointment at the end of Feb 2026 took a day off work only to be told at the office “ Sorry our periodontist only comes in on some Fridays”. Fast forward and a second app",1,1,AI Receptionist (consistent tone),silverthreadlabs.com/services/voice-agents/ai-receptionist,893,5.0,8,889,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,,staff_rude_front_desk,AI Receptionist (consistent tone),,
D,12.71,phoenix,Glendale Dental Studio,dhswestshore@yahoo.com,dhswestshore@yahoo.com,agent_browser_crawl,+1 602-942-0623,,https://glendaledentalstudio.com/?utm_source=google&utm_medium=social&utm_term=dentist+glendale,"18275 N 59th Ave Bldg I Ste 150, Glendale, AZ 85308, United States",https://www.google.com/maps/place/Glendale+Dental+Studio/data=!4m7!3m6!1s0x872b68f6a44a8443:0xd7c7ffce167bc84d!8m2!3d33.6520894!4d-112.1849876!16s%2Fg%2F1tdlc5j8!19sChIJQ4RKpPZoK4cRTch7Fs7_x9c?authuser=0&hl=en&rclk=1,,,,,Kara Palmer;Vito Perrone;Carla Ann;Linda Rojewski;Al Rohde;Jason Long;Don Hosmer;Rhonda Moon;angela phillips;GAYLE Sweitzer;Tony C;Dan Sullivan;Andy Krzystofczyk;Sweet Dugan;Tom T;Paula Wishon;Mike Baxa;Linda Christianson;Mike Bushroe;Kristina Wilson,staff_rude_front_desk,1,"I am absolutely livid. I have been going to this office for many many years and have had the same insurance the entire time. I saw them back in January for my routine cleaning and x-rays, which is usually covered by my insurance. They then called me to pay an outstanding balance ($800), which I thou","Staff and Techs are friendly and knowledgeable. On the other hand, a year and a half ago, Dr. Baker filled a tooth that was cracked to the root.  Just last week, he showed me what a rude, angry man he really is by lecturing me at top volume in front of his tech.  I would NOT recommend anyone to see",1,1,AI Receptionist (consistent tone),silverthreadlabs.com/services/voice-agents/ai-receptionist,372,4.9,8,372,FALSE,,FALSE,,0,FALSE,FALSE,,https://www.facebook.com/GlendaleDentalStudio,https://www.instagram.com/glendaledentalstudio/,,,https://www.tiktok.com/@glendaledentalstudio0?is_from_webapp=1&sender_device=pc,,staff_rude_front_desk,AI Receptionist (consistent tone),ok,
D,12.58,phoenix,Dental Arts of Chandler,office@dentalartsofchandler.com,office@dentalartsofchandler.com,google_maps,+1 480-442-4894,,https://www.dentalartsofchandler.com/?utm_campaign=gmb,"1200 W Warner Rd Suite 9, Chandler, AZ 85224, United States",https://www.google.com/maps/place/Dental+Arts+of+Chandler/data=!4m7!3m6!1s0x872b00abd2d71e6f:0xb9c15dbc66473774!8m2!3d33.3355638!4d-111.8616639!16s%2Fg%2F1tgd6_ct!19sChIJbx7X0qsAK4cRdDdHZrxdwbk?authuser=0&hl=en&rclk=1,,,,,,staff_rude_front_desk,1,"I'm reposting my review after a poor experience I had yesterday. They like to hide bad reviews so don't be fooled by their high rating.

Like I mentioned in my previous review, I have been a patient here since I was a teenager. It has been a lovely experience with relatively no complaints until I st","At my recent visit I expected a cleaning and an exam as usual.  Turns out, there was no dentist in the office at the time so I did not get an exam.  And I think this is a situation that deserves at the very least a courtesy call before the appointment asking if I still want a cleaning.  I understand",1,2,AI Receptionist (consistent tone),silverthreadlabs.com/services/voice-agents/ai-receptionist,722,4.9,20,705,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,,staff_rude_front_desk,AI Receptionist (consistent tone),,
D,12.54,phoenix,Eastport Dental AZ - Mesa,eastportdental@yahoo.com,eastportdental@yahoo.com,agent_browser_crawl,+1 480-649-1949,,https://eastportdentalaz.com/,"1905 E McKellips Rd, Mesa, AZ 85203, United States",https://www.google.com/maps/place/Eastport+Dental+AZ+-+Mesa/data=!4m7!3m6!1s0x872ba65f217bffff:0xf5b913088b287e8!8m2!3d33.4513996!4d-111.7899075!16s%2Fg%2F11hd9fgn1k!19sChIJ__97IV-mK4cR6IeyiDCRWw8?authuser=0&hl=en&rclk=1,,,,,Vinh Huynh,recall_followup_missing,1,"Eastport Dental is a small, modest dental care office (next to Arby's on McKellips, between Harris and Gilbert) that I was recommended by a family member to go see. Yesterday the temporary cement on my bottom left molar finally started to give way (yes, I know they aren't suppose to last longer than",,1,,Outbound Recall Campaigns,silverthreadlabs.com/services/voice-agents/outbound-campaigns,327,4.9,6,327,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,,recall_followup_missing,Outbound Recall Campaigns,ok,
D,12.41,tampa,Dental Excellence of Brandon,,fancybox_sprite@2x.png;fancybox_loading@2x.gif;email@email.com,google_maps,+1 813-681-5515,,https://dentalexcellenceofbrandon.com/,"665 W Lumsden Rd, Brandon, FL 33511, United States",https://www.google.com/maps/place/Dental+Excellence+of+Brandon/data=!4m7!3m6!1s0x88c2cddc35384025:0x7c088c2a9676db3b!8m2!3d27.9211052!4d-82.2932242!16s%2Fg%2F1tcx7t39!19sChIJJUA4NdzNwogRO9t2liqMCHw?authuser=0&hl=en&rclk=1,,,,,,staff_rude_front_desk,1,"So this is an update to my previous post.
I just saw Dr. Conte today 4/24/24.
I had a crown and root canal done in 2018.
Recently had severe pain in that tooth and Dr Conte examined it and referred me to a specialist.
After trying to be charge over 3k from specialist.
I asked Michelle if the crown c",The Dentist called me a hillbilly for needing a tooth pulled then told me and my wife to leave the property when we said that was rude to say,1,1,AI Receptionist (consistent tone),silverthreadlabs.com/services/voice-agents/ai-receptionist,635,4.9,15,614,FALSE,,FALSE,,3,FALSE,FALSE,,,,,,,,staff_rude_front_desk,AI Receptionist (consistent tone),,
D,12.39,phoenix,Smiles of Chandler,info@smilesofchandler.com,info@smilesofchandler.com,google_maps,+1 480-899-9484,,https://www.smilesofchandler.com/#utm_source=google&utm_medium=organic&utm_campaign=gbp,"5905 W Chandler Blvd #2, Chandler, AZ 85226, United States",https://www.google.com/maps/place/Smiles+of+Chandler/data=!4m7!3m6!1s0x872b07619c4a723d:0x8ed49a37c55cebf3!8m2!3d33.3049201!4d-111.9434127!16s%2Fg%2F1vq9mrgp!19sChIJPXJKnGEHK4cR8-tcxTea1I4?authuser=0&hl=en&rclk=1,,,,,,staff_rude_front_desk,1,"This review is only for Dr. Woodward; I have had only positive experiences with the rest of the staff. Unfortunately my experience with him was so negative that I felt compelled to write this review.
I went in recently to have my permanent retainer replaced. The procedure itself went fine, but after","This is my third year with this dental office. Doctors are fine, hygienists are too but they changed a lot, I had three for past three years.

I was very upset with receptionist today. I get like she was trying to get rid off me as soon as possible. I was trying to schedule an appointment for fillin",1,3,AI Receptionist (consistent tone),silverthreadlabs.com/services/voice-agents/ai-receptionist,626,4.9,10,626,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,,staff_rude_front_desk,AI Receptionist (consistent tone),,
D,12.21,tampa,"Tampa Dental Wellness of Carrollwood | Restorative, Cosmetic, Dental Implants & General Dentist Tampa",carrollwood@tampadentalwellness.net,carrollwood@tampadentalwellness.net,google_maps,+1 813-265-2273,,https://dentistcarrollwood.com/?utm_source=gmb&utm_medium=organic,"11123 N Dale Mabry Hwy, Tampa, FL 33618, United States","https://www.google.com/maps/place/Tampa+Dental+Wellness+of+Carrollwood+%7C+Restorative,+Cosmetic,+Dental+Implants+%26+General+Dentist+Tampa/data=!4m7!3m6!1s0x88c2c114f5fef797:0xb31fe470b66385fa!8m2!3d28.0499911!4d-82.5034659!16s%2Fg%2F11h081y833!19sChIJl_f-9RTBwogR-oVjtnDkH7M?authuser=0&hl=en&rclk=1",,,,,,long_wait_in_chair,1,"It’s all behind their schedule, I waited 30 mins for my appointment they told me it’s still not ready it’s happening a few  times already",,1,,Workflow Automation (Scheduling),silverthreadlabs.com/services/workflow-automation,545,4.9,9,545,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,,long_wait_in_chair,Workflow Automation (Scheduling),,
D,12.19,phoenix,Arizona Family Dental,,info@azfamilydental.com,agent_browser_crawl,+1 480-782-5477,,https://www.azfamilydental.com/?utm_source=GMB&utm_medium=organic&utm_campaign=DevOptimization&utm_content=Website,"590 N Alma School Rd STE 5, Chandler, AZ 85224, United States",https://www.google.com/maps/place/Arizona+Family+Dental/data=!4m7!3m6!1s0x872b07552b27bf4d:0x1cb5f5686bc5c068!8m2!3d33.3129605!4d-111.8598949!16s%2Fg%2F1tgf3p4_!19sChIJTb8nK1UHK4cRaMDFa2j1tRw?authuser=0&hl=en&rclk=1,,,,,Erica Webb;Jasmyn Sallee;David Glazier;Judalyn Salarda;Rebecca Monrean;Leon Ping;P West;Linda Tomko;Jackie Razo;Yesenia Garcia;Sarita Mitchell;Caitlin Nelson;Brock O&#039;Hara;Defective Hotpocket;Alan Nelson;Jason Gonzalez;Julissa Reyes Gorritz;Martha Picciao;Brett Karren;Sam Abadi;Mannie Badyal,staff_rude_front_desk,1,Nancy was condescending and confused on why I was calling for a cleaning and assuming that couldn't be the right reason for my call. That and getting confused on me being a new client despite asking for an intake. I would have left it at that with no review but them calling back twice shows they can,Haven’t gotten my retainers that they took probably 5 or so months ago?? I’m sure they charged my insurance though! Their dental assistant was extreme rude as well as the newer front desk lady. Only person I miss is crystal and she’s not even there anymore.,2,1,AI Receptionist (consistent tone),silverthreadlabs.com/services/voice-agents/ai-receptionist,538,4.9,10,524,FALSE,,TRUE,ddsarizona.com,0,TRUE,FALSE,,https://www.facebook.com/azfamilydental/,,,,,,staff_rude_front_desk,AI Receptionist (consistent tone),ok,
D,12.19,phoenix,South Mountain Family Dental,,,,+1 602-536-0435,,https://southmountainfamilydental.com/?utm_source=google.com&utm_medium=business+profile&utm_campaign=,"2233 W Baseline Rd STE 104, Tempe, AZ 85283, United States",https://www.google.com/maps/place/South+Mountain+Family+Dental/data=!4m7!3m6!1s0x872b0f5f832a5399:0xabae812bfaaca70e!8m2!3d33.3778586!4d-111.9733952!16s%2Fg%2F11cjkv7t5m!19sChIJmVMqg18PK4cRDqes-iuBrqs?authuser=0&hl=en&rclk=1,,,,,Michael Dickerson,long_wait_in_chair,1,I had an appointment at 5 o’clock I waited 45 minutes and still nobody help me so I walked out I had I’ve had issues with his debts before it’s not the doctors at the office they have good doctors officesIt’s not coordinated I’ve had issues with my appointments before and I found another dentist,,1,,Workflow Automation (Scheduling),silverthreadlabs.com/services/workflow-automation,539,4.9,13,532,FALSE,,FALSE,,0,FALSE,FALSE,,https://www.facebook.com/southmtnfamilydental/,https://www.instagram.com/smtfamilydental/,,https://www.yelp.com/biz/south-mountain-family-dental-tempe,,,long_wait_in_chair,Workflow Automation (Scheduling),no_email_found,
D,12.0,tampa,"Tampa Smiles: John L. Redd II, DMD",drredd@tampasmiles.com,drredd@tampasmiles.com,google_maps,+1 813-981-7517,,https://www.tampasmiles.com/,"907 W Platt St, Tampa, FL 33606, United States","https://www.google.com/maps/place/Tampa+Smiles:+John+L.+Redd+II,+DMD/data=!4m7!3m6!1s0x88c2c484af1c7aa5:0xc6706e050da59221!8m2!3d27.941918!4d-82.4694386!16s%2Fg%2F1tf5fjqq!19sChIJpXocr4TEwogRIZKlDQVucMY?authuser=0&hl=en&rclk=1",,,,,,staff_rude_front_desk,1,"Set up an appointment to see this dentist for a crown replacement. Arrived 15 minutes early to the appointment only to be told ""the doctor is ill today, he can reschedule for tomorrow.""

When I texted said doctor (using the term doctor very loosely), ""hello sir, very much not a happy camper. I took","I've been a patient at this office for 12+ years.  After I learned that my hygienist retired recently due to her concerns about Covid-19, I experienced something I have never seen by any Dentist or Dental Professional in my lifetime.   Beware of this office and Dentist.  Extremely unprofessional beh",1,1,AI Receptionist (consistent tone),silverthreadlabs.com/services/voice-agents/ai-receptionist,463,4.9,7,458,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,,staff_rude_front_desk,AI Receptionist (consistent tone),,
D,11.46,phoenix,Tempe Family Dentistry,,,,+1 480-839-0330,,http://tempefamilydentistry.com/,"2161 E Warner Rd, Tempe, AZ 85284, United States",https://www.google.com/maps/place/Tempe+Family+Dentistry/data=!4m7!3m6!1s0x872b064998872d45:0x2155efd7fba114f8!8m2!3d33.3343716!4d-111.8944809!16s%2Fg%2F1tmqm7fw!19sChIJRS2HmEkGK4cR-BSh-9fvVSE?authuser=0&hl=en&rclk=1,,,,,,staff_rude_front_desk,1,"The hygienist and doctor were wonderful. I found the office manager, Jennifer, to be rude and basically a bully. Will not be back, unfortunately, because of my experience with her.",,1,,AI Receptionist (consistent tone),silverthreadlabs.com/services/voice-agents/ai-receptionist,662,5.0,7,658,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,,staff_rude_front_desk,AI Receptionist (consistent tone),,
D,11.35,tampa,Dental Health Services,dhswestshore@yahoo.com,dhswestshore@yahoo.com,agent_browser_crawl,+1 813-286-7353,,http://www.dhswestshore.com/,"294 Westshore Plaza, Tampa, FL 33609, United States",https://www.google.com/maps/place/Dental+Health+Services/data=!4m7!3m6!1s0x88c2c2fa88ed9d13:0xba34c4175bd89081!8m2!3d27.9473253!4d-82.5286521!16s%2Fg%2F1tdh022s!19sChIJE53tiPrCwogRgZDYWxfENLo?authuser=0&hl=en&rclk=1,,,,,,staff_rude_front_desk,1,So I've been going to this office for years and I have always had a pleasant experience with Dr. Vu and their hygienists. I moved away for two years and returned to the Tampa area excited to return to my home dentist's office. I tried making appointments prior to knowing what my university schedule,,1,,AI Receptionist (consistent tone),silverthreadlabs.com/services/voice-agents/ai-receptionist,607,4.9,15,588,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,,staff_rude_front_desk,AI Receptionist (consistent tone),ok,
D,11.34,phoenix,Arizona Advanced Dental,laserdoc@smileaz.com,laserdoc@smileaz.com,agent_browser_crawl,+1 480-820-6080,,https://www.smileaz.com/,"3048 E Baseline Rd STE 128, Mesa, AZ 85204, United States",https://www.google.com/maps/place/Arizona+Advanced+Dental/data=!4m7!3m6!1s0x872ba8d3c54bbdf9:0x18af88436ab88ba5!8m2!3d33.3795994!4d-111.7654341!16s%2Fg%2F1tgqjw_9!19sChIJ-b1LxdOoK4cRpYu4akOIrxg?authuser=0&hl=en&rclk=1,,,,,,staff_rude_front_desk,1,"Very expensive place for little service and low quality! I like name brand, but I like to get what I pay for.. This is not the case. When the crown was first placed and cemented, the outer edge was way too high that when I bite I had about half centimeter gap, obviously couldn’t grind. My gum was so",,1,,AI Receptionist (consistent tone),silverthreadlabs.com/services/voice-agents/ai-receptionist,601,4.9,12,600,FALSE,,FALSE,,0,FALSE,FALSE,,https://www.facebook.com/AZAdvancedDental/,,,,,,staff_rude_front_desk,AI Receptionist (consistent tone),ok,
D,11.22,tampa,Agoka Dental,agokadental@yahoo.com,agokadental@yahoo.com,agent_browser_crawl,+1 813-879-9000,,http://www.agokadental.com/,"3306 W Kennedy Blvd, Tampa, FL 33609, United States",https://www.google.com/maps/place/Agoka+Dental/data=!4m7!3m6!1s0x88c2c30d39cb2d85:0xa3393258761901fe!8m2!3d27.9445989!4d-82.4976275!16s%2Fg%2F1tgs1qpj!19sChIJhS3LOQ3DwogR_gEZdlgyOaM?authuser=0&hl=en&rclk=1,,,,,Jusenny Grullon;Tate Chaney;Joshua Binnion;Jorge DeSousa;Manu Joshi;James Gervase;Kait Mndz;Samuel Sierra,staff_rude_front_desk,1,I do not recommend this dental office.Both dentist father and son are rude and very disrespectful to both patients and staff definitely will not be going back 👎🏽👎🏽👎🏽,,1,,AI Receptionist (consistent tone),silverthreadlabs.com/services/voice-agents/ai-receptionist,548,4.9,11,548,FALSE,,FALSE,,0,FALSE,FALSE,,https://www.facebook.com/agokadentalusa;https://www.facebook.com/clearviewdental;https://www.facebook.com/clearviewdental/reviews,https://www.instagram.com/clearview_dental/,,,,https://www.youtube.com/watch?feature=player_embedded&v=M8Pjsu4OZAU,staff_rude_front_desk,AI Receptionist (consistent tone),ok,
D,11.09,phoenix,Smile Loft Dentistry of Gilbert,,,,+1 480-581-8020,,https://dentistingilbertaz.com/?utm_source=google&utm_medium=social&utm_term=dentist+gilbert,"652 E Warner Rd #101, Gilbert, AZ 85296, United States",https://www.google.com/maps/place/Smile+Loft+Dentistry+of+Gilbert/data=!4m7!3m6!1s0x872ba9c59c636e11:0xa403f3644f93d3c5!8m2!3d33.3359229!4d-111.7757657!16s%2Fg%2F11lfh5mq_d!19sChIJEW5jnMWpK4cRxdOTT2TzA6Q?authuser=0&hl=en&rclk=1,,,,,,staff_rude_front_desk,1,"Inexperienced and unprofessional. The assistance seemed like they did not know what they were doing, one of them was there on her first day.
I take impeccable care of my teeth and check them frequently. This is how I knew immediately when I came home after the cleaning that they had put a very notic",,1,,AI Receptionist (consistent tone),silverthreadlabs.com/services/voice-agents/ai-receptionist,499,5.0,4,495,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,,staff_rude_front_desk,AI Receptionist (consistent tone),,
D,11.05,austin,Cedar Park Dental Wellness,,,,+1 512-640-8240,,http://www.cedarparkdentalwellness.com/,"251 N Bell Blvd Ste 106, Cedar Park, TX 78613, United States",https://www.google.com/maps/place/Cedar+Park+Dental+Wellness/data=!4m7!3m6!1s0x865b2dc16d44b9cf:0xee6ec346a933043f!8m2!3d30.510837!4d-97.8247375!16s%2Fg%2F11llqrwrxv!19sChIJz7lEbcEtW4YRPwQzqUbDbu4?authuser=0&hl=en&rclk=1,,,,,,staff_rude_front_desk,1,"I had to make a last minute appointment due to one of my impacted wisdom teeth becoming infected. I needed an antibiotic prescription as well as a consultation for extractions. They were able to get me in same day and the staff was very friendly and helpful. However, I found Dr. Regina Yunusov to be",,1,,AI Receptionist (consistent tone),silverthreadlabs.com/services/voice-agents/ai-receptionist,481,5.0,5,481,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,,staff_rude_front_desk,AI Receptionist (consistent tone),,
D,11.04,phoenix,Dentists of Gilbert Crossroads,,,,+1 480-297-0979,,https://www.dentistsofgilbertcrossroads.com/?sc_cid=GBP%3AO%3AGP%3A485%3AOrganic_Search%3AGeneral%3Ana&_vsrefdom=organic_gbp&y_source=1_MTU1NzEwNjItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"835 S Gilbert Rd #105, Gilbert, AZ 85296, United States",https://www.google.com/maps/place/Dentists+of+Gilbert+Crossroads/data=!4m7!3m6!1s0x872ba991ccb62663:0x8cc974244cd27799!8m2!3d33.3349284!4d-111.7898738!16s%2Fg%2F11k_q2nt13!19sChIJYya2zJGpK4cRmXfSTCR0yYw?authuser=0&hl=en&rclk=1,,,,,,staff_rude_front_desk,1,"I had my wisdom teeth removed here. I was told my family could leave and come back. Then when I showed up to the appointment, the front desk lady refused to do my paperwork and said it’s a state law for me to have my driver to stay until it’s done. (There’s no law in Arizona stating this). It’s RECO",,2,,AI Receptionist (consistent tone),silverthreadlabs.com/services/voice-agents/ai-receptionist,259,4.7,19,258,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,,staff_rude_front_desk,AI Receptionist (consistent tone),no_email_found,
D,10.79,tampa,Carrollwood Dental Studio - Dentist Tampa,,,,+1 813-499-9027,,https://carrollwooddentalstudio.com/?utm_source=GMB&utm_medium=Organic&utm_campaign=GMBListing,"14308 N Dale Mabry Hwy E, Tampa, FL 33618, United States",https://www.google.com/maps/place/Carrollwood+Dental+Studio+-+Dentist+Tampa/data=!4m7!3m6!1s0x88c2c1c1cca5adbd:0xcc3109d3bd0909f6!8m2!3d28.0765481!4d-82.5077126!16s%2Fg%2F11h_6pqvj3!19sChIJva2lzMHBwogR9gkJvdMJMcw?authuser=0&hl=en&rclk=1,,,,,,staff_rude_front_desk,1,"The dentist was nice and the hygienist was super sweet and tried to help me, but the mannerism of the front desk lady, Abby was inpatient and rude and rushed me with everything. She seemed overwhelmed and made me feel uncomfortable even coming for an exam. Going over the financial part was rushed an",,2,,AI Receptionist (consistent tone),silverthreadlabs.com/services/voice-agents/ai-receptionist,396,4.9,15,396,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,,staff_rude_front_desk,AI Receptionist (consistent tone),open_error,
