tier,reachability_representative,metro,title,best_email,all_emails,phone,website,address,google_maps_link,socials_facebook,socials_instagram,socials_linkedin,socials_yelp,socials_tiktok,socials_youtube,owner_name,owner_title,owner_linkedin,pocs,primary_contact,primary_contact_channel
B,Marc S. Albert,new york,Law Offices of Marc S. Albert,info@msainjurylaw.com,info@msainjurylaw.com;malbert@msainjurylaw.com,+1 347-472-5080,https://www.msainjurylaw.com,"32-72 Steinway St, Astoria, NY 11103, United States",https://www.google.com/maps/place/Law+Offices+of+Marc+S.+Albert/data=!4m7!3m6!1s0x89c25f3b22903a53:0x54dfd6c5f80efd0b!8m2!3d40.7572887!4d-73.9205807!16s%2Fg%2F1hc3bkwl8!19sChIJUzqQIjtfwokRC_0O-MXW31Q,https://www.facebook.com/lawofficesofmarcsalbert,https://www.instagram.com/lawofficeofmarcalbert/,https://www.linkedin.com/in/marc-albert-6199b4a5/,https://www.yelp.com/biz/law-offices-of-marc-albert-astoria,,,Marc S. Albert,Lead Attorney / Owner,https://www.linkedin.com/in/marc-albert-6199b4a5/,Marc S. Albert;Ramy Aqel,Marc S. Albert,https://www.linkedin.com/in/marc-albert-6199b4a5/
B,Akram Louis,new york,"The Louis Law Firm, PLLC",akram@lmlawny.com,akram@lmlawny.com,+1 718-865-1414,https://lmdivorcelawyers.com,"26 Court St #1707, Brooklyn, NY 11242, United States","https://www.google.com/maps/place/The+Louis+Law+Firm,+PLLC/data=!4m7!3m6!1s0x89c25bc0699e0dd9:0x18ecca8e9128e972!8m2!3d40.6933449!4d-73.9909707!16s%2Fg%2F11hz5vx9_j!19sChIJ2Q2eacBbwokRcukokY7K7Bg",https://www.facebook.com/louislawny/%20,https://www.instagram.com/louis_law_firm/?igshid=1w3myjfucyp0q,https://www.linkedin.com/company/40733887/,,,,Akram Louis,Founder / Attorney,https://www.linkedin.com/in/akram-louis-26050636/,Akram Louis,Akram Louis,https://www.linkedin.com/in/akram-louis-26050636/
B,Jay S. Fleischman,new york,Fleischman Consumer Law Center,jay@moneywiselaw.com,jay@moneywiselaw.com,+1 646-722-8649,https://www.moneywiselaw.com,"228 Park Ave S #47620, New York, NY 10003, United States",https://www.google.com/maps/place/Fleischman+Consumer+Law+Center/data=!4m7!3m6!1s0x89c259a9b3117469:0x4a86bb3cb3547280!8m2!3d40.7377146!4d-73.9886277!16s%2Fg%2F1trxfm4s!19sChIJaXQRs6lZwokRgHJUszy7hko,https://www.facebook.com/MoneyWiseLaw,https://www.instagram.com/MoneyWiseLaw,,,https://www.tiktok.com/@moneywiselawyer,,Jay S. Fleischman,Founder & Managing Attorney,https://www.linkedin.com/in/jayfleischman/,Jay S. Fleischman,Jay S. Fleischman,https://www.linkedin.com/in/jayfleischman/
B,"Regina Kiperman, Esq.",new york,"Regina Kiperman, Esq., RK Law PC",Rkiperman@rklawny.com,Rkiperman@rklawny.com;asset-7@2x-copy-1024x1006.webp;asset-8@2x-copy-1024x1006.webp;asset-8@2x-copy-300x295.webp;asset-8@2x-copy-768x754.webp;asset-8@2x-copy.webp;rkiperman@rklawny.com,+1 917-261-4514,https://rklawny.com,"40 Wall St Ste 2508, New York, NY 10005, United States","https://www.google.com/maps/place/Regina+Kiperman,+Esq.,+RK+Law+PC/data=!4m7!3m6!1s0x89c25a17c9092f75:0x5d004367534aaa7c!8m2!3d40.7069605!4d-74.0098527!16s%2Fg%2F11c0vbx4qd!19sChIJdS8JyRdawokRfKpKU2dDAF0",https://www.facebook.com/RKLawPc,,https://www.linkedin.com/in/regina-kiperman/,,,https://www.youtube.com/channel/UCxLqhPVgq8SZ_Q0RYmdrPwA/videos?view=0&sort=p,"Regina Kiperman, Esq.",Founder / Owner,https://www.linkedin.com/in/regina-kiperman/,"Regina Kiperman, Esq.;Ada Chan, Esq.;Anne Littwin, Esq.","Regina Kiperman, Esq.",https://www.linkedin.com/in/regina-kiperman/
B,Paul E. Rudder,new york,"Paul E Rudder, Esq - Divorce Lawyer NYC",paul@paulrudderlaw.com,paul@paulrudderlaw.com,+1 212-826-9900,https://www.divorcelawyersnyc.org,"950 3rd Ave 11th floor, New York, NY 10022, United States","https://www.google.com/maps/place/Paul+E+Rudder,+Esq+-+Divorce+Lawyer+NYC/data=!4m7!3m6!1s0x89c258e566a85c31:0x65252e4655d30df4!8m2!3d40.7601916!4d-73.9679144!16s%2Fg%2F1tdfjlpx!19sChIJMVyoZuVYwokR9A3TVUYuJWU",http://www.facebook.com/PaulEricRudderESQ/,https://www.instagram.com/divorcelawyersnyc/,https://www.linkedin.com/in/paul-e-rudder-divorce-lawyer/,,,,Paul E. Rudder,Founder / Principal Attorney,https://www.linkedin.com/in/paul-e-rudder-divorce-lawyer/,Paul E. Rudder,Paul E. Rudder,https://www.linkedin.com/in/paul-e-rudder-divorce-lawyer/
B,Greg Mansell,new york,Mansell Law,greg@manselllawllc.com,greg@manselllawllc.com,+1 646-921-8900,https://www.newyorkcity-employmentlawyer.com,"85 8th Ave #6M, New York, NY 10011, United States",https://www.google.com/maps/place/Mansell+Law/data=!4m7!3m6!1s0x89c2590122daaaab:0xd16f4361a0a330b4!8m2!3d40.7403739!4d-74.0024304!16s%2Fg%2F11gfgxkmwd!19sChIJq6raIgFZwokRtDCjoGFDb9E,https://www.facebook.com/MansellLawllc,https://www.instagram.com/overtime_lawyers/,https://www.linkedin.com/in/gregmansell22,,,,Greg Mansell,Founding Partner / Lead Attorney,https://www.linkedin.com/in/gregmansell22,Greg Mansell;Carrie Dyer;NYC Employment,Greg Mansell,https://www.linkedin.com/in/gregmansell22
B,Gabrielle Hartley,new york,"Gabrielle Hartley, Esq.",Asset-131@3x-300x36.png,Asset-131@3x-300x36.png;Asset-29@3x-300x79.png;Asset-31@3x-300x51.png;Asset-32@3x-300x86.png;asset-131@3x-300x36.png;asset-29@3x-300x79.png;asset-31@3x-300x51.png;asset-32@3x-300x86.png,+1 212-320-8197,https://www.gabriellehartley.com,"266 Smith St, Brooklyn, NY 11231, United States","https://www.google.com/maps/place/Gabrielle+Hartley,+Esq./data=!4m7!3m6!1s0x89e6d74151604b19:0x631df02fd51fb165!8m2!3d40.6827873!4d-73.9933519!16s%2Fg%2F11b6glh5pt!19sChIJGUtgUUHX5okRZbEf1S_wHWM",https://www.facebook.com/gabriellehartleyesq/,https://www.instagram.com/gabriellehartleyesq/,https://www.linkedin.com/in/gabrielle-hartley-esq-0b43139/,,,https://www.youtube.com/watch?v=RtwFjL4Jr3A;https://www.youtube.com/watch?v=Uq-2ARYXyOM;https://www.youtube.com/watch?v=kaN_M0iBhVk&t=2s,Gabrielle Hartley,Owner / Founder (Attorney & Divorce Mediator),https://www.linkedin.com/in/gabrielle-hartley-esq-0b43139/,Gabrielle Hartley,Gabrielle Hartley,https://www.linkedin.com/in/gabrielle-hartley-esq-0b43139/
B,Marc S. Albert,new york,Law Offices of Marc S. Albert,info@msainjurylaw.com,info@msainjurylaw.com;malbert@msainjurylaw.com,+1 347-472-5080,https://msainjurylaw.com,"7113 5th Ave, Brooklyn, NY 11209, United States",https://www.google.com/maps/place/Law+Offices+of+Marc+S.+Albert/data=!4m7!3m6!1s0x89c25b521d242ff3:0x419daf215ee51d9!8m2!3d40.6320995!4d-74.0212514!16s%2Fg%2F11kfc9t97h!19sChIJ8y8kHVJbwokR2VHuFfLaGQQ,https://www.facebook.com/lawofficesofmarcsalbert,https://www.instagram.com/lawofficeofmarcalbert/,https://www.linkedin.com/in/marc-albert-6199b4a5/,https://www.yelp.com/biz/law-offices-of-marc-albert-astoria,,,Marc S. Albert,Founding Attorney (personal injury & medical malpractice),https://www.linkedin.com/in/marc-albert-6199b4a5/,Marc S. Albert;Ramy Aqel,Marc S. Albert,https://www.linkedin.com/in/marc-albert-6199b4a5/
B,Elena Fast,new york,"The Fast Law Firm, P.C.",10best@2x.png.webp,10best@2x.png.webp;4ny@2x.png.webp;abcnews@2x.png.webp;america-100@2x.png.webp;ap@2x.png.webp;avoo@2x.png.webp;cbs@2x.png.webp;cnn@2x.png.webp;daily-news@2x.png.webp;distinction@2x.png.webp;expertise@2x.png.webp;forbes@2x.png.webp;fox@2x.png.webp;frame-3@0.5x-1.png.webp;guardian@2x.png.webp;lod@2x.png.webp;marquis@2x.png.webp;msn@2x.png.webp;nadc@2x.png.webp;national-trial-lawyers-top100@2x.png.webp;news12@2x.png.webp;newyorkpost@2x.png.webp;nty@2x.png.webp;patch@2x.png.webp;pbs@2x.png.webp;reuters@2x.png.webp;rt@2x.png.webp;super@2x.png.webp;thesun@2x.png.webp;top40@2x.png.webp;vf@2x.png.webp;voa@2x.png.webp;westfair@2x.png.webp;yahoo@2x.png.webp,+1 212-817-4411,https://fastlawpc.com,"521 5th Ave 17th floor, New York, NY 10175, United States","https://www.google.com/maps/place/The+Fast+Law+Firm,+P.C./data=!4m7!3m6!1s0x89c25b456fe9c90f:0x14cc3bbb5d857a7e!8m2!3d40.7541557!4d-73.9799115!16s%2Fg%2F11mvwgtr87!19sChIJD8npb0VbwokRfnqFXbs7zBQ",https://www.facebook.com/fastlawpc/,https://www.instagram.com/fastlawpc/,,,https://www.tiktok.com/@fastlawpc,https://www.youtube.com/channel/UCegJGR4ScGlqevS_eCYHX9Q,Elena Fast,Founder / Managing Partner,https://www.linkedin.com/in/elena-fast-a319272b/,Elena Fast;Best Criminal,Elena Fast,https://www.linkedin.com/in/elena-fast-a319272b/
B,Elazar (Elie) Aryeh,new york,"Law Offices of Elazar Aryeh, PC. (Aryeh Law)",elie@aryehlaw.com,elie@aryehlaw.com,+1 718-261-0210,https://aryehlaw.com,"110-20 71st Rd Ste 110, Forest Hills, NY 11375, United States","https://www.google.com/maps/place/Law+Offices+of+Elazar+Aryeh,+PC.+%28Aryeh+Law%29/data=!4m7!3m6!1s0x89c26109bbb00505:0xf810472c28311a2e!8m2!3d40.7215952!4d-73.841023!16s%2Fg%2F11fl9nxp2w!19sChIJBQWwuwlhwokRLhoxKCxHEPg",https://www.facebook.com/boldthemes/;https://www.facebook.com/eliearyehlaw/,,https://www.linkedin.com/in/elazar-aryeh-14246319,,,,Elazar (Elie) Aryeh,Founder and CEO,https://www.linkedin.com/in/elazar-aryeh-14246319,Elazar (Elie) Aryeh;Mordy Aryeh,Elazar (Elie) Aryeh,https://www.linkedin.com/in/elazar-aryeh-14246319
B,Peter (Pete) Weinman,new york,"Peter J. Weinman, Esq.",Weinman@StatenIslandLaw.com,Weinman@StatenIslandLaw.com;weinman@statenislandlaw.com,+1 718-442-2010,http://www.statenislandlaw.com,"260 Christopher Ln Ste 201, Staten Island, NY 10314, United States","https://www.google.com/maps/place/Peter+J.+Weinman,+Esq./data=!4m7!3m6!1s0x89c24c7f0ff6aaff:0x148fdffaebea5bbc!8m2!3d40.612896!4d-74.1568152!16s%2Fg%2F1wbg09sh!19sChIJ_6r2D39MwokRvFvq6_rfjxQ",https://www.facebook.com/share/16sB8L42UE/,,https://www.linkedin.com/in/statenislandlaw/,,,,Peter (Pete) Weinman,"Founder / Owner, Real Estate Attorney",https://www.linkedin.com/in/statenislandlaw/,Peter Weinman;Peter (Pete) Weinman;Pete Weinman,Peter (Pete) Weinman,https://www.linkedin.com/in/statenislandlaw/
B,Adelola Sheralynn Dow,new york,Dow Divorce Law,clientcarespecialist@adelolalaw.com,clientcarespecialist@adelolalaw.com,+1 347-273-1285,https://www.adelolalaw.com,"900 South Ave Suite 5, Staten Island, NY 10314, United States",https://www.google.com/maps/place/Dow+Divorce+Law/data=!4m7!3m6!1s0x89c24c67428119ff:0xd85b56b761e86745!8m2!3d40.6171198!4d-74.1727097!16s%2Fg%2F1tgs1vjt!19sChIJ_xmBQmdMwokRRWfoYbdWW9g,https://www.facebook.com/DowDivorceLawyers,https://www.instagram.com/dowdivorcelawyers/,https://www.linkedin.com/in/adelola-sheralynn-dow-7556a812,,https://www.tiktok.com/@dowdivorcelaw,https://www.youtube.com/user/Adelola11126,Adelola Sheralynn Dow,Founding Attorney / Owner,https://www.linkedin.com/in/adelola-sheralynn-dow-7556a812,Adelola Sheralynn Dow;Loui-Ann MacKnight;Nicole Goncalves-Krysinski,Adelola Sheralynn Dow,https://www.linkedin.com/in/adelola-sheralynn-dow-7556a812
B,Jana Gouchev,new york,Gouchev Law,legal@thebusinesslawfirm.com,legal@thebusinesslawfirm.com,+1 212-537-9209,https://gouchevlaw.com,"45 Rockefeller Plaza, New York, NY 10111, United States",https://www.google.com/maps/place/Gouchev+Law/data=!4m7!3m6!1s0x89c258feac584531:0x519bc9380de6e39c!8m2!3d40.7588063!4d-73.9788317!16s%2Fg%2F11b6ljf8ps!19sChIJMUVYrP5YwokRnOPmDTjJm1E,https://www.facebook.com/gouchevlaw,,https://www.linkedin.com/company/gouchev-law-pllc,,,https://www.youtube.com/channel/UCjGAzKpZzNhw2ySrBi72itw,Jana Gouchev,Founder / Managing Partner,https://www.linkedin.com/in/jana-gouchev/,Jana Gouchev,Jana Gouchev,https://www.linkedin.com/in/jana-gouchev/
B,Michael Gunzburg,new york,"Michael Gunzburg, P.C.",michael@gunzburglaw.com,michael@gunzburglaw.com,+1 212-725-8500,https://www.gunzburglaw.com/personal-injury-attorney-nyc/pedestrian-accident,"950 3rd Ave, New York, NY 10022, United States","https://www.google.com/maps/place/Michael+Gunzburg,+P.C./data=!4m7!3m6!1s0x89c258e566a842ed:0xd3ba873df4a9d97b!8m2!3d40.7602438!4d-73.9679468!16s%2Fg%2F12hk1d__2!19sChIJ7UKoZuVYwokRe9mp9D2HutM",https://www.facebook.com/Gunzburglaw/,https://www.instagram.com/michaelgunzburg/,https://www.linkedin.com/in/michael-gunzburg-b922438/,,,,Michael Gunzburg,Founder / Owner,https://www.linkedin.com/in/michael-gunzburg-b922438/,Michael Gunzburg,Michael Gunzburg,https://www.linkedin.com/in/michael-gunzburg-b922438/
B,Mark I. Cohen,new york,"Mark I. Cohen, ESQ",mcohen@cfrlaw.net,mcohen@cfrlaw.net,+1 212-732-0002,https://www.markicohenattorneynyc.com,"20 Vesey St #1200, New York, NY 10007, United States","https://www.google.com/maps/place/Mark+I.+Cohen,+ESQ/data=!4m7!3m6!1s0x89c25a190033f9e7:0x2d048ea3ca7cae18!8m2!3d40.7120157!4d-74.0096116!16s%2Fg%2F11gdf83zvf!19sChIJ5_kzABlawokRGK58yqOOBC0",https://www.facebook.com/Mark-I-Cohen-107950293872068/?ref=bookmarks,,https://www.linkedin.com/in/mark-i-cohen-874b022a/,,,,Mark I. Cohen,Founder / Managing Attorney,https://www.linkedin.com/in/mark-i-cohen-874b022a/,NYC Criminal;Mark I. Cohen;Gillian M. Feehan,Mark I. Cohen,https://www.linkedin.com/in/mark-i-cohen-874b022a/
B,Michael E. Greenspan,new york,Greenspan & Greenspan Injury Lawyers | Bronx Personal Injury Lawyer,mike@greenspans-law.com,mike@greenspans-law.com,+1 929-493-4667,https://www.greenspans-law.com/bronx-personal-injury-lawyer,"2929 3rd Ave 4th Floor, Bronx, NY 10455, United States",https://www.google.com/maps/place/Greenspan+%26+Greenspan+Injury+Lawyers+%7C+Bronx+Personal+Injury+Lawyer/data=!4m7!3m6!1s0x89c2f5b7c24d3e3d:0x6cc87f22dfb4b0b7!8m2!3d40.8176278!4d-73.915836!16s%2Fg%2F11ww9b83v2!19sChIJPT5Nwrf1wokRt7C03yJ_yGw,https://www.facebook.com/GreenspanandGreenspan/,,https://www.linkedin.com/company/greenspan-&-greenspan,,https://www.tiktok.com/@greenspans_law,https://www.youtube.com/channel/UCk1w89AhFSXcy3rTJ_oqaYQ,Michael E. Greenspan,Partner / Senior Attorney,https://www.linkedin.com/in/mikegreenspan/,Michael E. Greenspan;Michael R. DeAngelo;Allegra P. Beals,Michael E. Greenspan,https://www.linkedin.com/in/mikegreenspan/
B,Richard S. Jaffe,new york,Law Office Of Cohen & Jaffe - Queens Personal Injury Lawyers,mask-group-21@2x-scaled.jpg,mask-group-21@2x-scaled.jpg;mask-group-22@2x-scaled.jpg,+1 718-606-4945,https://www.cohenjaffe.com/personal-injury-lawyer-queens,"82-11 37th Ave Ste LL14, Jackson Heights, NY 11372, United States",https://www.google.com/maps/place/Law+Office+Of+Cohen+%26+Jaffe+-+Queens+Personal+Injury+Lawyers/data=!4m7!3m6!1s0x89c25f351945a095:0xa3f4ffd20eb65a42!8m2!3d40.7500058!4d-73.8838809!16s%2Fg%2F11t54_s4g6!19sChIJlaBFGTVfwokRQlq2DtL_9KM,http://www.facebook.com/lcjlawfirm,https://www.instagram.com/cohenjaffe/,https://www.linkedin.com/company/law-office-of-cohen-&-jaffe-llp/,https://www.yelp.com/biz/law-office-of-cohen-and-jaffe-llp-new-hyde-park,https://www.tiktok.com/@richardsjjaffe,https://www.youtube.com/channel/UCpn-ymWt173grog83cb0RtQ,Richard S. Jaffe,Co-Founding Partner,https://www.linkedin.com/in/richardsjaffe/,Richard S. Jaffe;Stephen M. Cohen;Stephen B. Tiger,Richard S. Jaffe,https://www.linkedin.com/in/richardsjaffe/
B,Michael E. Vitaliano,new york,"The Vitaliano Law Firm, PLLC",michael@vitalianolawfirm.com,michael@vitalianolawfirm.com,+1 718-273-7800,https://www.vitalianolaw.com,"1492 Victory Blvd, Staten Island, NY 10301, United States","https://www.google.com/maps/place/The+Vitaliano+Law+Firm,+PLLC/data=!4m7!3m6!1s0x89c24f4aded7fdc9:0xd347fe4f5408382b!8m2!3d40.6136308!4d-74.1129618!16s%2Fg%2F11sq25x05s!19sChIJyf3X3kpPwokRKzgIVE_-R9M",https://www.facebook.com/p/The-Vitaliano-Law-Firm-100075949250380/,,https://www.linkedin.com/company/the-vitaliano-law-firm/,,,,Michael E. Vitaliano,Founder and Principal Attorney,https://www.linkedin.com/in/michael-vitaliano-ab5378222/,Michael Vitaliano;Michael E. Vitaliano,Michael E. Vitaliano,https://www.linkedin.com/in/michael-vitaliano-ab5378222/
B,Rovshan Sharifov,new york,"Sharifov & Associates, PLLC",sharifovR@LawfirmSR.com,sharifovR@LawfirmSR.com;logo300new@2x-80x80.jpg;sharifovr@lawfirmsr.com,+1 718-368-2800,https://lawfirmsr.com/nyc-criminal-defense-lawyer,"1629 Sheepshead Bay Rd, Brooklyn, NY 11235, United States","https://www.google.com/maps/place/Sharifov+%26+Associates,+PLLC/data=!4m7!3m6!1s0x89c244646aea7b0f:0x88c3be2d45983ca!8m2!3d40.5869371!4d-73.9525074!16s%2Fg%2F1tmy5z92!19sChIJD3vqamREwokRyoNZ1OI7jAg",https://www.facebook.com/Sharifov-Associates-PLLC-324590924314294/?hc_ref=PAGES_TIMELINE;https://www.facebook.com/sharifovlaw/,,https://www.linkedin.com/company/sharifov-associates-pllc,,,,Rovshan Sharifov,Founder / Managing Partner,https://www.linkedin.com/in/rovshan-sharifov-45384b1/,Victor Shulov,Rovshan Sharifov,https://www.linkedin.com/in/rovshan-sharifov-45384b1/
B,Cheryl Stein,new york,Law & Mediation Offices of Cheryl Stein - Divorce Lawyer NYC,cheryl@cherylsteinesq.com,cheryl@cherylsteinesq.com,+1 646-884-2324,http://www.cherylsteinesq.com,"745 5th Ave #500, New York, NY 10151, United States",https://www.google.com/maps/place/Law+%26+Mediation+Offices+of+Cheryl+Stein+-+Divorce+Lawyer+NYC/data=!4m7!3m6!1s0x89c258fa9c7deadd:0x543dfedcbb0cf8ee!8m2!3d40.7632066!4d-73.9735451!16s%2Fg%2F11b6cwn99j!19sChIJ3ep9nPpYwokR7vgMu9z-PVQ,,,,,,,Cheryl Stein,Owner / Principal Attorney (Divorce Lawyer & Mediator),https://www.linkedin.com/in/cheryl-stein-esq-6a588974/,Cheryl Stein,Cheryl Stein,https://www.linkedin.com/in/cheryl-stein-esq-6a588974/
B,Joseph A. Carofano,new york,LAW OFFICE OF JOSEPH A. CAROFANO P.C,jac@carofanolaw.com,jac@carofanolaw.com;vp@carofanolaw.com;mmr@carofanolaw.com;ammc@carofanolaw.com,+1 718-678-8900,http://www.carofanolaw.com,"3867 E Tremont Ave, Bronx, NY 10465, United States",https://www.google.com/maps/place/LAW+OFFICE+OF+JOSEPH+A.+CAROFANO+P.C/data=!4m7!3m6!1s0x89c28b3ed11aa435:0xf0c27bef8213705b!8m2!3d40.8235905!4d-73.8195062!16s%2Fg%2F1tf3pv2s!19sChIJNaQa0T6LwokRW3ATgu97wvA,https://www.facebook.com/carofanolaw,https://www.instagram.com/carofanolaw/,https://www.linkedin.com/in/joseph-a-carofano-esq-b966466/,,,,Joseph A. Carofano,Founding Partner,https://www.linkedin.com/in/joseph-a-carofano-esq-b966466/,Joseph A. Carofano;Margie M. Rivera;Virginia Petrie,Joseph A. Carofano,https://www.linkedin.com/in/joseph-a-carofano-esq-b966466/
B,Lonny R. Levitz,new york,"Kuharski, Levitz & Giovinazzo, Esq.",consult@KLGLawyer.com,consult@KLGLawyer.com;consult@klglawyer.com,+1 718-448-1600,https://www.klawnyc.com,"176 Hart Blvd, Staten Island, NY 10301, United States","https://www.google.com/maps/place/Kuharski,+Levitz+%26+Giovinazzo,+Esq./data=!4m7!3m6!1s0x89c24e6a810def17:0x9ee9406397757e4c!8m2!3d40.630972!4d-74.1007436!16s%2Fg%2F1tl9ngx9!19sChIJF-8NgWpOwokRTH51l2NA6Z4",https://www.facebook.com/kuharskilevitzgiovinazzo/,,https://www.linkedin.com/in/kuharskilevitzgiovinazzo,,,https://www.youtube.com/@Klawnycattorneys/,Lonny R. Levitz,Founding Partner,,Lonny R. Levitz;Michael J. Kuharski;Lisa E. Giovinazzo,Lonny R. Levitz,LLevitz@KLGlawyer.com
B,Natalie Rios,new york,Brooklyn Law Office of Natalie Rios PLLC,nrios@natalierioslaw.com,nrios@natalierioslaw.com,+1 347-352-6052,https://www.natalierioslaw.com,"240 Kent Ave, Brooklyn, NY 11249, United States",https://www.google.com/maps/place/Brooklyn+Law+Office+of+Natalie+Rios+PLLC/data=!4m7!3m6!1s0x89c25917c4dfa5bf:0xaa55ef6221a0a07a!8m2!3d40.7170066!4d-73.9656929!16s%2Fg%2F11l308lj0y!19sChIJv6XfxBdZwokReqCgIWLvVao,https://www.facebook.com/natalie.rios.372661,https://www.instagram.com/natalierioslaw/,https://www.linkedin.com/in/natalie-rios-esq-52616b231/,,,,Natalie Rios,Founder & Lead Attorney,https://www.linkedin.com/in/natalie-rios-esq-52616b231/,Natalie Rios,Natalie Rios,https://www.linkedin.com/in/natalie-rios-esq-52616b231/
B,Daniel A. McGuinness,new york,Law Offices of Daniel McGuinness,dan@legalmcg.com,dan@legalmcg.com,+1 646-360-0436,https://newyorklegaldefense.com,"353 Lexington Ave Ste 900, New York, NY 10016, United States",https://www.google.com/maps/place/Law+Offices+of+Daniel+McGuinness/data=!4m7!3m6!1s0x89c25900c6949153:0xf6e54b855f3838bb!8m2!3d40.7499411!4d-73.976866!16s%2Fg%2F1tdlj675!19sChIJU5GUxgBZwokRuzg4X4VL5fY,https://www.facebook.com/McGuinnessLaw/,,https://www.linkedin.com/in/daniel-a-mcguinness-b85046b,,,,Daniel A. McGuinness,Founder / Managing Partner,https://www.linkedin.com/in/daniel-a-mcguinness-b85046b,Daniel A. McGuinness,Daniel A. McGuinness,https://www.linkedin.com/in/daniel-a-mcguinness-b85046b
B,Jacqueline Newman,new york,Berkman Bottger Newman & Schein,,,+1 212-867-9123,https://www.berkbot.com,"10 E 40th St 24th Floor, New York, NY 10016, United States",https://www.google.com/maps/place/Berkman+Bottger+Newman+%26+Schein/data=!4m7!3m6!1s0x89c25901d24b9655:0x7a376312fa75c31f!8m2!3d40.7516892!4d-73.98125!16s%2Fg%2F1tdkb_2x!19sChIJVZZL0gFZwokRH8N1-hJjN3o,https://www.facebook.com/BerkmanBottgerNewmanScheinLLP,https://www.instagram.com/BBNSFamilyLaw/,https://www.linkedin.com/company/berkman-bottger-newman-schein-llp,,,,Jacqueline Newman,Managing Partner,https://www.linkedin.com/in/jacqueline-lipson-newman-8425366/,Jacqueline Newman;Barry Berkman;Evan D. Schein,Jacqueline Newman,https://www.linkedin.com/in/jacqueline-lipson-newman-8425366/
B,Donald Drew Goldberg,new york,Goldberg & Chase LLP,dgoldberg@goldbergchase.com,dgoldberg@goldbergchase.com;mchase@goldbergchase.com,+1 718-304-0550,http://www.wcmplaw.com,"26 Court St Ste 1503, Brooklyn, NY 11242, United States",https://www.google.com/maps/place/Goldberg+%26+Chase+LLP/data=!4m7!3m6!1s0x89c25a4916262c47:0xe23e8665fcc4a6c7!8m2!3d40.6932699!4d-73.9907202!16s%2Fg%2F1vqthq34!19sChIJRywmFklawokRx6bE_GWGPuI,https://www.facebook.com/WCMP-Law-647618592004623/,,https://www.linkedin.com/in/marc-chase-112b0033,,,,Donald Drew Goldberg,Name Partner,,Donald Drew Goldberg;Marc J. Chase,Donald Drew Goldberg,https://www.linkedin.com/in/marc-chase-112b0033
B,Juan P. Luciano,new york,Juan Luciano Divorce Lawyer - Bronx,juan@divorcelawfirmnyc.com,juan@divorcelawfirmnyc.com,+1 718-519-8336,https://divorcelawfirmnyc.com/bronx-divorce-lawyer,"187 E 163rd St, Bronx, NY 10451, United States",https://www.google.com/maps/place/Juan+Luciano+Divorce+Lawyer+-+Bronx/data=!4m7!3m6!1s0x89c2f433b18cf015:0xa970007faf1531c1!8m2!3d40.8283366!4d-73.9205923!16s%2Fg%2F11gj4q03jn!19sChIJFfCMsTP0wokRwTEVr38AcKk,https://www.facebook.com/juanlucianodivorcelawyer,,https://www.linkedin.com/in/juan-luciano-08986191/,,,https://www.youtube.com/@juanlucianodivorcelawyer5490,Juan P. Luciano,Founding Attorney / Owner,https://www.linkedin.com/in/juan-luciano-08986191/,Juan P. Luciano;John Teufel,Juan P. Luciano,https://www.linkedin.com/in/juan-luciano-08986191/
B,Rachel L. Kaylie,new york,"Law Offices of Rachel L Kaylie, PC",rachel@kaylielaw.com,rachel@kaylielaw.com,+1 718-615-9000,https://kaylielaw.com,"1702 Avenue Z, Brooklyn, NY 11235, United States","https://www.google.com/maps/place/Law+Offices+of+Rachel+L+Kaylie,+PC/data=!4m7!3m6!1s0x89c244638d524ed3:0x386d58a5324d99ec!8m2!3d40.5880556!4d-73.9521311!16s%2Fg%2F11f2_m2wn3!19sChIJ005SjWNEwokR7JlNMqVYbTg",https://www.facebook.com/rachelkaylielaw/,,https://www.linkedin.com/company/law-offices-of-rachel-kaylie/?viewAsMember=true;https://www.linkedin.com/in/rachel-kaylie-b0a3085/;https://www.linkedin.com/shareArticle?mini=true&url=https%3A%2F%2Fkaylielaw.com%2F&title=Home&summary=&source=Law%20Office%20of%20Rachel%20Kaylie;https://www.linkedin.com/shareArticle?mini=true&url=https%3A%2F%2Fkaylielaw.com%2Fcontact-sheepshead-bay-brooklyn-new-york%2F&title=Contact&summary=&source=Law%20Office%20of%20Rachel%20Kaylie,https://www.yelp.com/biz/law-office-of-rachel-kaylie-brooklyn-3/,,,Rachel L. Kaylie,Founding Partner,https://www.linkedin.com/in/rachel-kaylie-b0a3085/,Rachel L. Kaylie,Rachel L. Kaylie,https://www.linkedin.com/in/rachel-kaylie-b0a3085/
